,ageRestriction,displayName,end,id,location,performance,popularity,series,start,status,type,uri,venue,ageRestriction,displayName,id,location,performance,popularity,start,status,type,uri,venue,ageRestriction,displayName,id,location,performance,popularity,start,status,type,uri,venue,ageRestriction,displayName,id,location,performance,popularity,start,status,type,uri,venue,ageRestriction,displayName,id,location,performance,popularity,start,status,type,uri,venue,ageRestriction,displayName,id,location,performance,popularity,start,status,type,uri,venue,ageRestriction,displayName,id,location,performance,popularity,start,status,type,uri,venue,ageRestriction,displayName,id,location,performance,popularity,start,status,type,uri,venue,ageRestriction,displayName,end,id,location,performance,popularity,series,start,status,type,uri,venue
0,,"XAON, Obscura, and Archspire at Shibuya Cyclone (April 13, 2018)",,31551084,"{'city': 'Shibuya, Japan', 'lat': 35.661419, 'lng': 139.698346}","[{'billingIndex': 1, 'billing': 'headline', 'displayName': 'XAON', 'artist': {'identifier': [], 'displayName': 'XAON', 'uri': 'http://www.songkick.com/artists/8871309-xaon?utm_source=47927&utm_medium=partner', 'id': 8871309}, 'id': 60944139}, {'billingIndex': 2, 'billing': 'headline', 'displayName': 'Obscura', 'artist': {'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:f002e30d-401c-44b1-82e0-d6796870594d.json', 'mbid': 'f002e30d-401c-44b1-82e0-d6796870594d'}], 'displayName': 'Obscura', 'uri': 'http://www.songkick.com/artists/406237-obscura?utm_source=47927&utm_medium=partner', 'id': 406237}, 'id': 60944144}, {'billingIndex': 3, 'billing': 'headline', 'displayName': 'Archspire', 'artist': {'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:89c3e96a-9dfe-4264-8995-4e5f9b0fb358.json', 'mbid': '89c3e96a-9dfe-4264-8995-4e5f9b0fb358'}], 'displayName': 'Archspire', 'uri': 'http://www.songkick.com/artists/3223361-archspire?utm_source=47927&utm_medium=partner', 'id': 3223361}, 'id': 60944149}]",0.003468,,"{'datetime': None, 'time': None, 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/31551084-xaon-at-shibuya-cyclone?utm_source=47927&utm_medium=partner,"{'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'displayName': 'Shibuya Cyclone', 'lat': 35.661419, 'lng': 139.698346, 'uri': 'http://www.songkick.com/venues/181073-shibuya-cyclone?utm_source=47927&utm_medium=partner', 'id': 181073}",,"Bruno Mars at Saitama Super Arena (????????????) (April 14, 2018)",32448054.0,"{'city': 'Saitama, Japan', 'lat': 35.8948747, 'lng': 139.6307875}","[{'displayName': 'Bruno Mars', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Bruno Mars', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:afb680f2-b6eb-4cd7-a70b-a63b25c763d5.json', 'mbid': 'afb680f2-b6eb-4cd7-a70b-a63b25c763d5'}], 'uri': 'http://www.songkick.com/artists/941964-bruno-mars?utm_source=47927&utm_medium=partner', 'id': 941964}, 'id': 62479554}]",0.738383,"{'datetime': None, 'time': None, 'date': '2018-04-14'}",ok,Concert,http://www.songkick.com/concerts/32448054-bruno-mars-at-saitama-super-arena?utm_source=47927&utm_medium=partner,"{'displayName': 'Saitama Super Arena (????????????)', 'lat': 35.8948747, 'lng': 139.6307875, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/55869-saitama-super-arena?utm_source=47927&utm_medium=partner', 'id': 55869}",,"Bruno Mars at Saitama Super Arena (????????????) (April 15, 2018)",32448059.0,"{'city': 'Saitama, Japan', 'lat': 35.8948747, 'lng': 139.6307875}","[{'displayName': 'Bruno Mars', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Bruno Mars', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:afb680f2-b6eb-4cd7-a70b-a63b25c763d5.json', 'mbid': 'afb680f2-b6eb-4cd7-a70b-a63b25c763d5'}], 'uri': 'http://www.songkick.com/artists/941964-bruno-mars?utm_source=48067&utm_medium=partner', 'id': 941964}, 'id': 62479559}]",0.738383,"{'datetime': None, 'time': None, 'date': '2018-04-15'}",ok,Concert,http://www.songkick.com/concerts/32448059-bruno-mars-at-saitama-super-arena?utm_source=48067&utm_medium=partner,"{'displayName': 'Saitama Super Arena (????????????)', 'lat': 35.8948747, 'lng': 139.6307875, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=48067&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/55869-saitama-super-arena?utm_source=48067&utm_medium=partner', 'id': 55869}",,"KSUKE at Sound Museum Vision (April 16, 2018)",33213444.0,"{'city': 'Shibuya, Japan', 'lat': None, 'lng': None}","[{'displayName': 'KSUKE', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'KSUKE', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:25b56d06-8c6c-451e-93e7-25f85045a79e.json', 'mbid': '25b56d06-8c6c-451e-93e7-25f85045a79e'}], 'uri': 'http://www.songkick.com/artists/7786729-ksuke?utm_source=47927&utm_medium=partner', 'id': 7786729}, 'id': 63885234}]",0.000162,"{'datetime': '2018-04-16T21:00:00+0900', 'time': '21:00:00', 'date': '2018-04-16'}",ok,Concert,http://www.songkick.com/concerts/33213444-ksuke-at-sound-museum-vision?utm_source=47927&utm_medium=partner,"{'displayName': 'Sound Museum Vision', 'lat': None, 'lng': None, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/1557953-sound-museum-vision?utm_source=47927&utm_medium=partner', 'id': 1557953}",,"CTA featuring Danny Seraphine and Bill Champlin at Billboard Live - Tokyo (April 17, 2018)",32918339.0,"{'city': 'Tokyo, Japan', 'lat': 35.6710403, 'lng': 139.7345469}","[{'displayName': 'CTA featuring Danny Seraphine and Bill Champlin', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'CTA featuring Danny Seraphine and Bill Champlin', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9413144-cta-featuring-danny-seraphine-and-bill-champlin?utm_source=48067&utm_medium=partner', 'id': 9413144}, 'id': 63334684}]",0.0,"{'datetime': None, 'time': None, 'date': '2018-04-17'}",ok,Concert,http://www.songkick.com/concerts/32918339-cta-featuring-danny-seraphine-and-bill-champlin-at-billboard-live-tokyo?utm_source=48067&utm_medium=partner,"{'displayName': 'Billboard Live - Tokyo', 'lat': 35.6710403, 'lng': 139.7345469, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=48067&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/92386-billboard-live-tokyo?utm_source=48067&utm_medium=partner', 'id': 92386}",none,"Overload Collapse, evil moisture, and Vomir at Dommune (April 18, 2018)",32982994.0,"{'city': 'Tokyo, Japan', 'lat': 35.676849, 'lng': 139.739919}","[{'displayName': 'Overload Collapse', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Overload Collapse', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9419934-overload-collapse?utm_source=47927&utm_medium=partner', 'id': 9419934}, 'id': 63452974}, {'displayName': 'evil moisture', 'billingIndex': 2, 'billing': 'headline', 'artist': {'displayName': 'evil moisture', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:5e8e56bc-710e-4ca0-a603-89c3a22bc851.json', 'mbid': '5e8e56bc-710e-4ca0-a603-89c3a22bc851'}], 'uri': 'http://www.songkick.com/artists/872457-evil-moisture?utm_source=47927&utm_medium=partner', 'id': 872457}, 'id': 63452979}, {'displayName': 'Vomir', 'billingIndex': 3, 'billing': 'headline', 'artist': {'displayName': 'Vomir', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:f35131a7-a886-4c53-9969-f0668853b200.json', 'mbid': 'f35131a7-a886-4c53-9969-f0668853b200'}], 'uri': 'http://www.songkick.com/artists/899753-vomir?utm_source=47927&utm_medium=partner', 'id': 899753}, 'id': 63452984}]",1.8e-05,"{'datetime': '2018-04-18T19:00:00+0900', 'time': '19:00:00', 'date': '2018-04-18'}",ok,Concert,http://www.songkick.com/concerts/32982994-overload-collapse-at-dommune?utm_source=47927&utm_medium=partner,"{'displayName': 'Dommune', 'lat': 35.676849, 'lng': 139.739919, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/1276306-dommune?utm_source=47927&utm_medium=partner', 'id': 1276306}",,"CTA featuring Danny Seraphine and Bill Champlin at Billboard Live - Tokyo (April 19, 2018)",32918379.0,"{'city': 'Tokyo, Japan', 'lat': 35.6710403, 'lng': 139.7345469}","[{'displayName': 'CTA featuring Danny Seraphine and Bill Champlin', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'CTA featuring Danny Seraphine and Bill Champlin', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9413144-cta-featuring-danny-seraphine-and-bill-champlin?utm_source=48067&utm_medium=partner', 'id': 9413144}, 'id': 63334744}]",0.0,"{'datetime': None, 'time': None, 'date': '2018-04-19'}",ok,Concert,http://www.songkick.com/concerts/32918379-cta-featuring-danny-seraphine-and-bill-champlin-at-billboard-live-tokyo?utm_source=48067&utm_medium=partner,"{'displayName': 'Billboard Live - Tokyo', 'lat': 35.6710403, 'lng': 139.7345469, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=48067&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/92386-billboard-live-tokyo?utm_source=48067&utm_medium=partner', 'id': 92386}",,"The Watanabes and ENTRADA at Shimokitazawa Rokudemonai-Yoru / ?????????? (April 21, 2018)",32468439.0,"{'city': 'Tokyo, Japan', 'lat': 35.685, 'lng': 139.751}","[{'displayName': 'The Watanabes', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'The Watanabes', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:b02da0b5-cc60-4bad-a77e-8a820efce76a.json', 'mbid': 'b02da0b5-cc60-4bad-a77e-8a820efce76a'}], 'uri': 'http://www.songkick.com/artists/1091638-watanabes?utm_source=47927&utm_medium=partner', 'id': 1091638}, 'id': 62514719}, {'displayName': 'ENTRADA', 'billingIndex': 2, 'billing': 'headline', 'artist': {'displayName': 'ENTRADA', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9440289-entrada?utm_source=47927&utm_medium=partner', 'id': 9440289}, 'id': 63803664}]",4.5e-05,"{'datetime': '2018-04-21T18:30:00+0900', 'time': '18:30:00', 'date': '2018-04-21'}",ok,Concert,http://www.songkick.com/concerts/32468439-watanabes-at-shimokitazawa-rokudemonaiyoru-xia-bei-ze-rokudemonaiye?utm_source=47927&utm_medium=partner,"{'displayName': 'Shimokitazawa Rokudemonai-Yoru / ??????????', 'lat': None, 'lng': None, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/3530534-shimokitazawa-rokudemonaiyoru-xia-bei-ze-rokudemonaiye?utm_source=47927&utm_medium=partner', 'id': 3530534}",,"Dj Komori at SHIBUYA ATOM (April 22, 2018)",,33006634.0,"{'city': 'Shibuya, Japan', 'lat': 35.658314, 'lng': 139.695235}","[{'displayName': 'Dj Komori', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Dj Komori', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:88fed6ae-f9dc-491a-8d24-b48498601f64.json', 'mbid': '88fed6ae-f9dc-491a-8d24-b48498601f64'}], 'uri': 'http://www.songkick.com/artists/350896-dj-komori?utm_source=47927&utm_medium=partner', 'id': 350896}, 'id': 63494324}]",5.4e-05,,"{'datetime': '2018-04-22T22:00:00+0900', 'time': '22:00:00', 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33006634-dj-komori-at-shibuya-atom?utm_source=47927&utm_medium=partner,"{'displayName': 'SHIBUYA ATOM', 'lat': 35.658314, 'lng': 139.695235, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/2833938-shibuya-atom?utm_source=47927&utm_medium=partner', 'id': 2833938}"
1,,"Rinaly at Unknown venue (April 13, 2018)",,32010734,"{'city': 'Tokyo, Japan', 'lat': 35.685, 'lng': 139.751}","[{'displayName': 'Rinaly', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Rinaly', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9310919-rinaly?utm_source=47927&utm_medium=partner', 'id': 9310919}, 'id': 61720529}]",0.0,,"{'datetime': '2018-04-13T22:30:00+0900', 'time': '22:30:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32010734-rinaly-at-unknown-venue?utm_source=47927&utm_medium=partner,"{'displayName': 'Unknown venue', 'lat': None, 'lng': None, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': None, 'id': None}",,"sonesolo at Sangatsu No Mizu (April 14, 2018)",33094204.0,"{'city': 'Tokyo, Japan', 'lat': 35.685, 'lng': 139.751}","[{'displayName': 'sonesolo', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'sonesolo', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9254349-sonesolo?utm_source=47927&utm_medium=partner', 'id': 9254349}, 'id': 63657029}]",0.0,"{'datetime': '2018-04-14T18:30:00+0900', 'time': '18:30:00', 'date': '2018-04-14'}",ok,Concert,http://www.songkick.com/concerts/33094204-sonesolo-at-sangatsu-no-mizu?utm_source=47927&utm_medium=partner,"{'displayName': 'Sangatsu No Mizu', 'lat': None, 'lng': None, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/3824679-sangatsu-no-mizu?utm_source=47927&utm_medium=partner', 'id': 3824679}",,"Dj Komori at SHIBUYA ATOM (April 15, 2018)",33006629.0,"{'city': 'Shibuya, Japan', 'lat': 35.658314, 'lng': 139.695235}","[{'displayName': 'Dj Komori', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Dj Komori', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:88fed6ae-f9dc-491a-8d24-b48498601f64.json', 'mbid': '88fed6ae-f9dc-491a-8d24-b48498601f64'}], 'uri': 'http://www.songkick.com/artists/350896-dj-komori?utm_source=48067&utm_medium=partner', 'id': 350896}, 'id': 63494319}]",5.4e-05,"{'datetime': '2018-04-15T22:00:00+0900', 'time': '22:00:00', 'date': '2018-04-15'}",ok,Concert,http://www.songkick.com/concerts/33006629-dj-komori-at-shibuya-atom?utm_source=48067&utm_medium=partner,"{'displayName': 'SHIBUYA ATOM', 'lat': 35.658314, 'lng': 139.695235, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=48067&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/2833938-shibuya-atom?utm_source=48067&utm_medium=partner', 'id': 2833938}",,"Royal Hunt at Club Quattro (???????) (April 16, 2018)",33243539.0,"{'city': 'Shibuya, Japan', 'lat': 35.6610485, 'lng': 139.6973796}","[{'displayName': 'Royal Hunt', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Royal Hunt', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:aeca5dec-7c7a-493e-9d90-68f7013394de.json', 'mbid': 'aeca5dec-7c7a-493e-9d90-68f7013394de'}], 'uri': 'http://www.songkick.com/artists/451111-royal-hunt?utm_source=47927&utm_medium=partner', 'id': 451111}, 'id': 63939929}]",0.000862,"{'datetime': '2018-04-16T18:00:00+0900', 'time': '18:00:00', 'date': '2018-04-16'}",ok,Concert,http://www.songkick.com/concerts/33243539-royal-hunt-at-club-quattro?utm_source=47927&utm_medium=partner,"{'displayName': 'Club Quattro (???????)', 'lat': 35.6610485, 'lng': 139.6973796, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/531601-club-quattro?utm_source=47927&utm_medium=partner', 'id': 531601}",,"The Notwist at WWW (April 17, 2018)",33357774.0,"{'city': 'Shibuya, Japan', 'lat': 35.6615466, 'lng': 139.6986816}","[{'displayName': 'The Notwist', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'The Notwist', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:f180cec2-9421-4417-a841-c7372090d13d.json', 'mbid': 'f180cec2-9421-4417-a841-c7372090d13d'}], 'uri': 'http://www.songkick.com/artists/274275-notwist?utm_source=48067&utm_medium=partner', 'id': 274275}, 'id': 64144184}]",0.019312,"{'datetime': None, 'time': None, 'date': '2018-04-17'}",ok,Concert,http://www.songkick.com/concerts/33357774-notwist-at-www?utm_source=48067&utm_medium=partner,"{'displayName': 'WWW', 'lat': 35.6615466, 'lng': 139.6986816, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=48067&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/1168426-www?utm_source=48067&utm_medium=partner', 'id': 1168426}",,,,,,,,,,,,,,,,,,,,,,,,"Dj Komori at BX Cafe (April 21, 2018)",33006674.0,"{'city': 'Tokyo, Japan', 'lat': 35.6578136, 'lng': 139.6947738}","[{'displayName': 'Dj Komori', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Dj Komori', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:88fed6ae-f9dc-491a-8d24-b48498601f64.json', 'mbid': '88fed6ae-f9dc-491a-8d24-b48498601f64'}], 'uri': 'http://www.songkick.com/artists/350896-dj-komori?utm_source=47927&utm_medium=partner', 'id': 350896}, 'id': 63494364}]",5.4e-05,"{'datetime': '2018-04-21T22:00:00+0900', 'time': '22:00:00', 'date': '2018-04-21'}",ok,Concert,http://www.songkick.com/concerts/33006674-dj-komori-at-bx-cafe?utm_source=47927&utm_medium=partner,"{'displayName': 'BX Cafe', 'lat': 35.6578136, 'lng': 139.6947738, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/2693683-bx-cafe?utm_source=47927&utm_medium=partner', 'id': 2693683}",,"Aloha Got Soul with YOUR SONG IS GOOD, Videotapemusic, and Nick Kurosawa at Daikanyama UNIT (April 22, 2018)",,33339999.0,"{'city': 'Tokyo, Japan', 'lat': 35.647054, 'lng': 139.7024456}","[{'displayName': 'Aloha Got Soul', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Aloha Got Soul', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9459474-aloha-got-soul?utm_source=47927&utm_medium=partner', 'id': 9459474}, 'id': 64113649}, {'displayName': 'YOUR SONG IS GOOD', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'YOUR SONG IS GOOD', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:06338c31-99c3-41ca-990c-489a2af2b3bb.json', 'mbid': '06338c31-99c3-41ca-990c-489a2af2b3bb'}], 'uri': 'http://www.songkick.com/artists/267885-your-song-is-good?utm_source=47927&utm_medium=partner', 'id': 267885}, 'id': 64113654}, {'displayName': 'Videotapemusic', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'Videotapemusic', 'identifier': [], 'uri': 'http://www.songkick.com/artists/5639209-videotapemusic?utm_source=47927&utm_medium=partner', 'id': 5639209}, 'id': 64113659}, {'displayName': 'Nick Kurosawa', 'billingIndex': 4, 'billing': 'support', 'artist': {'displayName': 'Nick Kurosawa', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9459519-nick-kurosawa?utm_source=47927&utm_medium=partner', 'id': 9459519}, 'id': 64113664}]",0.000155,,"{'datetime': None, 'time': None, 'date': '2018-04-22'}",ok,Concert,http://www.songkick.com/concerts/33339999-aloha-got-soul-at-daikanyama-unit?utm_source=47927&utm_medium=partner,"{'displayName': 'Daikanyama UNIT', 'lat': 35.647054, 'lng': 139.7024456, 'metroArea': {'displayName': 'Tokyo', 'country': {'displayName': 'Japan'}, 'uri': 'http://www.songkick.com/metro_areas/30717-japan-tokyo?utm_source=47927&utm_medium=partner', 'id': 30717}, 'uri': 'http://www.songkick.com/venues/926981-daikanyama-unit?utm_source=47927&utm_medium=partner', 'id': 926981}"
