,ageRestriction,displayName,end,id,location,performance,popularity,series,start,status,type,uri,venue
33,,"Steak with Ten Foot Wizard and Elephant Tree at The Underworld (April 13, 2018)",,32587479,"{'city': 'Camden, UK', 'lat': 51.538488, 'lng': -0.142103}","[{'displayName': 'Steak', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Steak', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:ec65a337-87fe-4f7d-9a66-af7c37f572cf.json', 'mbid': 'ec65a337-87fe-4f7d-9a66-af7c37f572cf'}], 'uri': 'http://www.songkick.com/artists/173723-steak?utm_source=48067&utm_medium=partner', 'id': 173723}, 'id': 62727854}, {'displayName': 'Ten Foot Wizard', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Ten Foot Wizard', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:612e16a7-01b0-48dc-af37-4027a53a07e7.json', 'mbid': '612e16a7-01b0-48dc-af37-4027a53a07e7'}], 'uri': 'http://www.songkick.com/artists/5146473-ten-foot-wizard?utm_source=48067&utm_medium=partner', 'id': 5146473}, 'id': 62729069}, {'displayName': 'Elephant Tree', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'Elephant Tree', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:711d8c64-a009-40e8-99a7-21dfbc84bc1b.json', 'mbid': '711d8c64-a009-40e8-99a7-21dfbc84bc1b'}], 'uri': 'http://www.songkick.com/artists/7844029-elephant-tree?utm_source=48067&utm_medium=partner', 'id': 7844029}, 'id': 62729074}]",0.000302,,"{'datetime': '2018-04-13T18:30:00+0100', 'time': '18:30:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32587479-steak-at-underworld?utm_source=48067&utm_medium=partner,"{'displayName': 'The Underworld', 'lat': 51.538488, 'lng': -0.142103, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/3565-underworld?utm_source=48067&utm_medium=partner', 'id': 3565}"
34,,"Alain's Tonejuice at The Junction (April 13, 2018)",,32650229,"{'city': 'London, UK', 'lat': 51.4670747, 'lng': -0.0996568}","[{'displayName': ""Alain's Tonejuice"", 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': ""Alain's Tonejuice"", 'identifier': [], 'uri': 'http://www.songkick.com/artists/9382874-alains-tonejuice?utm_source=48067&utm_medium=partner', 'id': 9382874}, 'id': 62846719}]",0.0,,"{'datetime': '2018-04-13T20:30:00+0100', 'time': '20:30:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32650229-alains-tonejuice-at-junction?utm_source=48067&utm_medium=partner,"{'displayName': 'The Junction', 'lat': 51.4670747, 'lng': -0.0996568, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/3786874-junction?utm_source=48067&utm_medium=partner', 'id': 3786874}"
35,,"Thee Hypnotics at Mirth, Marvel and Maud (April 13, 2018)",,32654554,"{'city': 'Walthamstow, UK', 'lat': 51.5859219, 'lng': -0.0198687}","[{'displayName': 'Thee Hypnotics', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Thee Hypnotics', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:a67cecf3-7544-4687-a4aa-cc0eeb0a7605.json', 'mbid': 'a67cecf3-7544-4687-a4aa-cc0eeb0a7605'}], 'uri': 'http://www.songkick.com/artists/496827-thee-hypnotics?utm_source=48067&utm_medium=partner', 'id': 496827}, 'id': 62854624}]",0.000186,,"{'datetime': '2018-04-13T20:30:00+0100', 'time': '20:30:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32654554-thee-hypnotics-at-mirth-marvel-and-maud?utm_source=48067&utm_medium=partner,"{'displayName': 'Mirth, Marvel and Maud', 'lat': 51.5859219, 'lng': -0.0198687, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/3263779-mirth-marvel-and-maud?utm_source=48067&utm_medium=partner', 'id': 3263779}"
36,,"Speak, Brother with John Nicholas and Jules Rendell at Thousand Island (formerly Upstairs at The Garage) (April 13, 2018)",,32673889,"{'city': 'London, UK', 'lat': 51.5466983, 'lng': -0.1038429}","[{'displayName': 'Speak, Brother', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Speak, Brother', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:aecd99e9-2583-4df6-8614-c3bd644f6c7d.json', 'mbid': 'aecd99e9-2583-4df6-8614-c3bd644f6c7d'}], 'uri': 'http://www.songkick.com/artists/8114648-speak-brother?utm_source=48067&utm_medium=partner', 'id': 8114648}, 'id': 62889629}, {'displayName': 'John Nicholas', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'John Nicholas', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9072534-john-nicholas?utm_source=48067&utm_medium=partner', 'id': 9072534}, 'id': 63587799}, {'displayName': 'Jules Rendell', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'Jules Rendell', 'identifier': [], 'uri': 'http://www.songkick.com/artists/5366873-jules-rendell?utm_source=48067&utm_medium=partner', 'id': 5366873}, 'id': 64472684}]",8.4e-05,,"{'datetime': '2018-04-13T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32673889-speak-brother-at-thousand-island?utm_source=48067&utm_medium=partner,"{'displayName': 'Thousand Island (formerly Upstairs at The Garage)', 'lat': 51.5466983, 'lng': -0.1038429, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/434301-thousand-island?utm_source=48067&utm_medium=partner', 'id': 434301}"
37,,"Opus (UK) at Bar 512 (April 13, 2018)",,32710689,"{'city': 'London, UK', 'lat': 51.5439981, 'lng': -0.0758803}","[{'displayName': 'Opus (UK)', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Opus (UK)', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9389089-opus-uk?utm_source=48067&utm_medium=partner', 'id': 9389089}, 'id': 62959194}]",0.0,,"{'datetime': '2018-04-13T22:00:00+0100', 'time': '22:00:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32710689-opus-uk-at-bar-512?utm_source=48067&utm_medium=partner,"{'displayName': 'Bar 512', 'lat': 51.5439981, 'lng': -0.0758803, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/762521-bar-512?utm_source=48067&utm_medium=partner', 'id': 762521}"
38,,"Art Deco Records, Fred Snow, and The Top Shelf Band (UK) at The Nightjar (April 13, 2018)",,32730719,"{'city': 'London, UK', 'lat': 51.5265311, 'lng': -0.0877326}","[{'displayName': 'Art Deco Records', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Art Deco Records', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8512848-art-deco-records?utm_source=48067&utm_medium=partner', 'id': 8512848}, 'id': 62997079}, {'displayName': 'Fred Snow', 'billingIndex': 2, 'billing': 'headline', 'artist': {'displayName': 'Fred Snow', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9047489-fred-snow?utm_source=48067&utm_medium=partner', 'id': 9047489}, 'id': 62997084}, {'displayName': 'The Top Shelf Band (UK)', 'billingIndex': 3, 'billing': 'headline', 'artist': {'displayName': 'The Top Shelf Band (UK)', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8512793-top-shelf-band-uk?utm_source=48067&utm_medium=partner', 'id': 8512793}, 'id': 62997089}]",5e-06,,"{'datetime': None, 'time': None, 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32730719-art-deco-records-at-nightjar?utm_source=48067&utm_medium=partner,"{'displayName': 'The Nightjar', 'lat': 51.5265311, 'lng': -0.0877326, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/1276756-nightjar?utm_source=48067&utm_medium=partner', 'id': 1276756}"
39,,"Lochnagar Ceilidh Band with Ceilidh Club at Cecil Sharp House (April 13, 2018)",,32797109,"{'city': 'London, UK', 'lat': 51.5378716, 'lng': -0.1494415}","[{'displayName': 'Lochnagar Ceilidh Band', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Lochnagar Ceilidh Band', 'identifier': [], 'uri': 'http://www.songkick.com/artists/4050416-lochnagar-ceilidh-band?utm_source=48067&utm_medium=partner', 'id': 4050416}, 'id': 63116484}, {'displayName': 'Ceilidh Club', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Ceilidh Club', 'identifier': [], 'uri': 'http://www.songkick.com/artists/585375-ceilidh-club?utm_source=48067&utm_medium=partner', 'id': 585375}, 'id': 63116489}]",5e-06,,"{'datetime': '2018-04-13T20:00:00+0100', 'time': '20:00:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32797109-lochnagar-ceilidh-band-at-cecil-sharp-house?utm_source=48067&utm_medium=partner,"{'displayName': 'Cecil Sharp House', 'lat': 51.5378716, 'lng': -0.1494415, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/8340-cecil-sharp-house?utm_source=48067&utm_medium=partner', 'id': 8340}"
40,18+,"Seven Sisters with Toledo Steel at Our Black Heart (April 13, 2018)",,32823724,"{'city': 'Camden, UK', 'lat': 51.5387999, 'lng': -0.1417646}","[{'displayName': 'Seven Sisters', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Seven Sisters', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8536544-seven-sisters?utm_source=48067&utm_medium=partner', 'id': 8536544}, 'id': 63163019}, {'displayName': 'Toledo Steel', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Toledo Steel', 'identifier': [], 'uri': 'http://www.songkick.com/artists/5851079-toledo-steel?utm_source=48067&utm_medium=partner', 'id': 5851079}, 'id': 63163024}]",2e-05,,"{'datetime': '2018-04-13T19:00:00+0100', 'time': '19:00:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32823724-seven-sisters-at-our-black-heart?utm_source=48067&utm_medium=partner,"{'displayName': 'Our Black Heart', 'lat': 51.5387999, 'lng': -0.1417646, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/2845858-our-black-heart?utm_source=48067&utm_medium=partner', 'id': 2845858}"
41,,"Acts of Vengeance and Reload at O2 Academy 2 Islington (April 13, 2018)",,32842674,"{'city': 'London, UK', 'lat': 51.5345836, 'lng': -0.1059202}","[{'displayName': 'Acts of Vengeance', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Acts of Vengeance', 'identifier': [], 'uri': 'http://www.songkick.com/artists/7794964-acts-of-vengeance?utm_source=48067&utm_medium=partner', 'id': 7794964}, 'id': 63198754}, {'displayName': 'Reload', 'billingIndex': 2, 'billing': 'headline', 'artist': {'displayName': 'Reload', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:05d28260-271f-4f24-9ca8-27ec174a42f9.json', 'mbid': '05d28260-271f-4f24-9ca8-27ec174a42f9'}, {'href': 'http://api.songkick.com/api/3.0/artists/mbid:7dea3bbc-e306-40dd-a17b-88a237a09431.json', 'mbid': '7dea3bbc-e306-40dd-a17b-88a237a09431'}, {'href': 'http://api.songkick.com/api/3.0/artists/mbid:39aba65b-867b-4590-9d1a-6c78630ebfa9.json', 'mbid': '39aba65b-867b-4590-9d1a-6c78630ebfa9'}], 'uri': 'http://www.songkick.com/artists/473315-reload?utm_source=48067&utm_medium=partner', 'id': 473315}, 'id': 63779494}]",0.000395,,"{'datetime': '2018-04-13T18:00:00+0100', 'time': '18:00:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32842674-acts-of-vengeance-at-o2-academy-2-islington?utm_source=48067&utm_medium=partner,"{'displayName': 'O2 Academy 2 Islington', 'lat': 51.5345836, 'lng': -0.1059202, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/1064401-o2-academy-2-islington?utm_source=48067&utm_medium=partner', 'id': 1064401}"
42,,"Roosevelt (DJ Set) at The Jazz Cafe (April 13, 2018)",,32855384,"{'city': 'London, UK', 'lat': 51.5387092, 'lng': -0.1430815}","[{'displayName': 'Roosevelt (DJ Set)', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Roosevelt (DJ Set)', 'identifier': [], 'uri': 'http://www.songkick.com/artists/9179114-roosevelt-dj-set?utm_source=48067&utm_medium=partner', 'id': 9179114}, 'id': 63237814}]",3e-06,,"{'datetime': '2018-04-13T22:30:00+0100', 'time': '22:30:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32855384-roosevelt-dj-set-at-jazz-cafe?utm_source=48067&utm_medium=partner,"{'displayName': 'The Jazz Cafe', 'lat': 51.5387092, 'lng': -0.1430815, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/7404-jazz-cafe?utm_source=48067&utm_medium=partner', 'id': 7404}"
43,,"DJ Mo Fingaz with Jamie Rodigan and DJ Cable at Oval Space (April 13, 2018)",,32870239,"{'city': 'London, UK', 'lat': 51.5331547, 'lng': -0.0592616}","[{'displayName': 'DJ Mo Fingaz', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'DJ Mo Fingaz', 'identifier': [], 'uri': 'http://www.songkick.com/artists/3630876-dj-mo-fingaz?utm_source=48067&utm_medium=partner', 'id': 3630876}, 'id': 63247809}, {'displayName': 'Jamie Rodigan', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Jamie Rodigan', 'identifier': [], 'uri': 'http://www.songkick.com/artists/3596241-jamie-rodigan?utm_source=48067&utm_medium=partner', 'id': 3596241}, 'id': 63247814}, {'displayName': 'DJ Cable', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'DJ Cable', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:2d6af6c5-996b-4710-9cc9-ad897ca2179d.json', 'mbid': '2d6af6c5-996b-4710-9cc9-ad897ca2179d'}], 'uri': 'http://www.songkick.com/artists/597718-dj-cable?utm_source=48067&utm_medium=partner', 'id': 597718}, 'id': 63247819}]",0.000113,,"{'datetime': '2018-04-13T22:00:00+0100', 'time': '22:00:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32870239-dj-mo-fingaz-at-oval-space?utm_source=48067&utm_medium=partner,"{'displayName': 'Oval Space', 'lat': 51.5331547, 'lng': -0.0592616, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/1683793-oval-space?utm_source=48067&utm_medium=partner', 'id': 1683793}"
44,,"The Pop Rocks at The Borderline (April 13, 2018)",,32877874,"{'city': 'London, UK', 'lat': 51.5150865, 'lng': -0.1305367}","[{'displayName': 'The Pop Rocks', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'The Pop Rocks', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:585d4a2f-ce0b-451a-a680-7bdf0bcee0ce.json', 'mbid': '585d4a2f-ce0b-451a-a680-7bdf0bcee0ce'}], 'uri': 'http://www.songkick.com/artists/115563-pop-rocks?utm_source=48067&utm_medium=partner', 'id': 115563}, 'id': 63261199}]",0.000121,,"{'datetime': '2018-04-13T23:00:00+0100', 'time': '23:00:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32877874-pop-rocks-at-borderline?utm_source=48067&utm_medium=partner,"{'displayName': 'The Borderline', 'lat': 51.5150865, 'lng': -0.1305367, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/17530-borderline?utm_source=48067&utm_medium=partner', 'id': 17530}"
45,,"Winterfylleth with Nhor and Jo Quail at St Pancras Old Church (April 13, 2018)",,32881409,"{'city': 'London, UK', 'lat': 51.5334728, 'lng': -0.1286371}","[{'displayName': 'Winterfylleth', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Winterfylleth', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:59c00a37-e7e7-4375-9324-61214a7bdba5.json', 'mbid': '59c00a37-e7e7-4375-9324-61214a7bdba5'}], 'uri': 'http://www.songkick.com/artists/1388890-winterfylleth?utm_source=48067&utm_medium=partner', 'id': 1388890}, 'id': 63266899}, {'displayName': 'Nhor', 'billingIndex': 2, 'billing': 'support', 'artist': {'displayName': 'Nhor', 'identifier': [], 'uri': 'http://www.songkick.com/artists/8910989-nhor?utm_source=48067&utm_medium=partner', 'id': 8910989}, 'id': 63267389}, {'displayName': 'Jo Quail', 'billingIndex': 3, 'billing': 'support', 'artist': {'displayName': 'Jo Quail', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:1b8bcbbc-70cb-4f9b-9d0f-42158f331d21.json', 'mbid': '1b8bcbbc-70cb-4f9b-9d0f-42158f331d21'}], 'uri': 'http://www.songkick.com/artists/4057541-jo-quail?utm_source=48067&utm_medium=partner', 'id': 4057541}, 'id': 63267394}]",0.00114,,"{'datetime': '2018-04-13T19:30:00+0100', 'time': '19:30:00', 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32881409-winterfylleth-at-st-pancras-old-church?utm_source=48067&utm_medium=partner,"{'displayName': 'St Pancras Old Church', 'lat': 51.5334728, 'lng': -0.1286371, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/563056-st-pancras-old-church?utm_source=48067&utm_medium=partner', 'id': 563056}"
46,,"Joel Culpepper and Hare Squead at Birthdays (April 13, 2018)",,32881449,"{'city': 'London, UK', 'lat': 51.5517702, 'lng': -0.0751825}","[{'displayName': 'Joel Culpepper', 'billingIndex': 1, 'billing': 'headline', 'artist': {'displayName': 'Joel Culpepper', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:7c3626b0-5f9d-4415-9a9d-f8770f4d6b0a.json', 'mbid': '7c3626b0-5f9d-4415-9a9d-f8770f4d6b0a'}], 'uri': 'http://www.songkick.com/artists/1187867-joel-culpepper?utm_source=48067&utm_medium=partner', 'id': 1187867}, 'id': 63267289}, {'displayName': 'Hare Squead', 'billingIndex': 2, 'billing': 'headline', 'artist': {'displayName': 'Hare Squead', 'identifier': [{'href': 'http://api.songkick.com/api/3.0/artists/mbid:326f12f6-1cb1-471b-8d2d-3e03a86b176f.json', 'mbid': '326f12f6-1cb1-471b-8d2d-3e03a86b176f'}], 'uri': 'http://www.songkick.com/artists/7372309-hare-squead?utm_source=48067&utm_medium=partner', 'id': 7372309}, 'id': 63732549}]",0.00313,,"{'datetime': None, 'time': None, 'date': '2018-04-13'}",ok,Concert,http://www.songkick.com/concerts/32881449-joel-culpepper-at-birthdays?utm_source=48067&utm_medium=partner,"{'displayName': 'Birthdays', 'lat': 51.5517702, 'lng': -0.0751825, 'metroArea': {'displayName': 'London', 'country': {'displayName': 'UK'}, 'uri': 'http://www.songkick.com/metro_areas/24426-uk-london?utm_source=48067&utm_medium=partner', 'id': 24426}, 'uri': 'http://www.songkick.com/venues/1771448-birthdays?utm_source=48067&utm_medium=partner', 'id': 1771448}"
