index_left;_id;date;datetime;id;lastfm;name;popularity;time;type;date_name;lat;lng;popularity_median;followers_sum;danceability_median;energy_median;key_mode;loudness_median;mode_mode;speechiness_median;acousticness_median;instrumentalness_median;liveness_median;valence_median;duration_ms_mean;time_signature_mode;geometry
70;5af9c7a60cc9ab0004e2287c;15/5/2018 0:00;15/5/2018 17:45;33230364;{'listeners': [77368], 'listeners_sum': 77368, 'playcount': [823123], 'playcount_sum': 823123, 'tags': ['jazz', 'modern jazz', 'instrumental', 'hang drum', 'hang', 'seen live', 'nu jazz', 'Hann with Gun', 'contemporary jazz', 'british']};Portico Quartet at Rough Trade East (May 15, 2018);0.005092;18:45:00;Concert;Tuesday;51.521245;-0.0718398;49;55630;0.41;0.558;[0];-11.834;[0];0.03715;0.4635;0.916;0.1155;0.2155;281101;[4];POINT (-0.0718398 51.521245)
84;5af9c7ce0cc9ab0004e22899;15/5/2018 0:00;15/5/2018 20:15;33492324;{'listeners': [106551], 'listeners_sum': 106551, 'playcount': [524653], 'playcount_sum': 524653, 'tags': ['female vocalists', 'pop', 'country', '70s', 'james bond', 'easy listening', 'jazz', 'female singers', 'rita coolidge', 'Soundtrack']};Rita Coolidge at Boisdale of Canary Wharf (May 15, 2018);0.0068;21:15:00;Concert;Tuesday;51.5051802;-0.0216597;41;33886;0.466;0.315;[2];-13.48;[1];0.03265;0.6165;0.00013195;0.13;0.315;246123.3;[4];POINT (-0.0216597 51.5051802)
89;5af9d770985cfc00044f8168;15/5/2018 0:00;;33614909;{'listeners': [26286], 'listeners_sum': 26286, 'playcount': [138723], 'playcount_sum': 138723, 'tags': ['jazz', 'saxophone', 'free jazz', 'seen live', 'sax', 'ravi coltrane', 'Post-Bop', 'contemporary jazz', 'instrumental', 'saxophonist']};Ravi Coltrane at Unknown venue (May 15, 2018);0.001284;;Concert;Tuesday;51.2167;-0.333333;25;5702;0.4625;0.313;[5];-15.2415;[1];0.0394;0.731;0.6235;0.1083;0.204;401781.4;[4];POINT (-0.333333 51.2167)
115;5af9d7b4985cfc00044f81a4;16/5/2018 0:00;16/5/2018 18:30;32855309;{'listeners': [5212], 'listeners_sum': 5212, 'playcount': [15338], 'playcount_sum': 15338, 'tags': ['soul', 'female vocalists', 'indie', 'jazz', 'pop', 'singer-songwriter', 'rnb', 'hype 100']};Deva Mahal at Rich Mix (May 16, 2018);0.000272;19:30:00;Concert;Wednesday;51.5242313;-0.0738117;44;4212;0.516;0.509;[7];-6.721;[0];0.0425;0.305;2.79E-05;0.0917;0.2515;247619.6;[4];POINT (-0.07381169999999999 51.5242313)
138;5afab9a0dcab560004a0af51;16/5/2018 0:00;16/5/2018 20:15;33492329;{'listeners': [106567], 'listeners_sum': 106567, 'playcount': [524802], 'playcount_sum': 524802, 'tags': ['female vocalists', 'pop', 'country', '70s', 'james bond', 'easy listening', 'jazz', 'female singers', 'rita coolidge', 'Soundtrack']};Rita Coolidge at Boisdale of Canary Wharf (May 16, 2018);0.0068;21:15:00;Concert;Wednesday;51.5051802;-0.0216597;41;33929;0.466;0.315;[2];-13.48;[1];0.03265;0.6165;0.00013195;0.13;0.315;246123.3;[4];POINT (-0.0216597 51.5051802)
150;5afab9bfdcab560004a0af6d;16/5/2018 0:00;16/5/2018 19:00;33659314;{'listeners': [3139, 11295], 'listeners_sum': 14434, 'playcount': [25448, 58202], 'playcount_sum': 83650, 'tags': ['post-rock', 'jazz', 'downtempo', 'trance', 'electronic', 'instrumental', 'hardcore', 'folk', 'dance', 'industrial', 'Neo Soul', 'soul', 'Neo-Soul', 'nu soul', 'chill out', 'seen live', 'female vocalists', 'UK', 'london', 'Broken Beat']};Hejira and Tawiah with Fran & Flora at Kings Place (May 16, 2018);0.001645;20:00:00;Concert;Wednesday;51.534649;-0.122138;16.5;1810;0.5685;0.4205;[9];-10.8315;[1];0.03725;0.4475;0.0127;0.131;0.2365;282525.55;[4];POINT (-0.122138 51.534649)
152;5afab9c7dcab560004a0af73;16/5/2018 0:00;16/5/2018 19:00;33695529;{'listeners': [61], 'listeners_sum': 61, 'playcount': [397], 'playcount_sum': 397, 'tags': ['jazz', 'Classical', 'acoustic', 'Fusion', 'world', 'latin', 'tango', 'london', 'guitar', 'percussion']};Maciek Pysz at The Bull's Head (May 16, 2018);2.20E-05;20:00:00;Concert;Wednesday;51.4735908;-0.2509234;7;87;0.482;0.1205;[7];-18.3295;[0];0.04805;0.982;0.7405;0.108;0.1975;272929.2;[4];POINT (-0.2509234 51.4735908)
167;5afab9f3dcab560004a0af99;17/5/2018 0:00;17/5/2018 18:00;31984449;{'listeners': [11088], 'listeners_sum': 11088, 'playcount': [123096], 'playcount_sum': 123096, 'tags': ['jazz', 'Hip-Hop', 'Fusion', 'rap', 'seen live', 'hip hop', 'saxophone', 'jazz-hop', 'british', 'contemporary jazz']};Soweto Kinch at Oslo Hackney (May 17, 2018);0.000956;19:00:00;Concert;Thursday;51.5479818;-0.0575201;29;4596;0.5215;0.561;[1];-10.1645;[1];0.07745;0.2205;0.2115;0.2;0.4355;395638.6;[4];POINT (-0.0575201 51.5479818)
168;5afab9f6dcab560004a0af9b;17/5/2018 0:00;;31999719;{'listeners': [1022], 'listeners_sum': 1022, 'playcount': [3610], 'playcount_sum': 3610, 'tags': ['jazz']};Rob Luft at Elgar Room, Royal Albert Hall (May 17, 2018);2.30E-05;;Concert;Thursday;51.5012574;-0.1768302;18;383;0.411;0.606;[5];-12.664;[1];0.0388;0.6085;0.885;0.1095;0.4125;296700.8;[4];POINT (-0.1768302 51.5012574)
198;5afaba4adcab560004a0afe3;17/5/2018 0:00;17/5/2018 18:00;33175474;{'listeners': [32], 'listeners_sum': 32, 'playcount': [184], 'playcount_sum': 184, 'tags': ['jazz']};Tim Conley at The Jazz Cafe (May 17, 2018);5.00E-06;19:00:00;Concert;Thursday;51.5387092;-0.1430815;0;25;0.3975;0.579;[8];-9.6235;[1];0.03695;0.3505;0.898;0.155;0.448;439822.1667;[3];POINT (-0.1430815 51.5387092)
209;5afaba66dcab560004a0affb;17/5/2018 0:00;17/5/2018 20:15;33492344;{'listeners': [106567], 'listeners_sum': 106567, 'playcount': [524802], 'playcount_sum': 524802, 'tags': ['female vocalists', 'pop', 'country', '70s', 'james bond', 'easy listening', 'jazz', 'female singers', 'rita coolidge', 'Soundtrack']};Rita Coolidge at Boisdale of Canary Wharf (May 17, 2018);0.0068;21:15:00;Concert;Thursday;51.5051802;-0.0216597;41;33932;0.466;0.315;[2];-13.48;[1];0.03265;0.6165;0.00013195;0.13;0.315;246123.3;[4];POINT (-0.0216597 51.5051802)
217;5afaba83dcab560004a0b013;17/5/2018 0:00;17/5/2018 19:00;33615209;{'listeners': [7996, 2280, 0], 'listeners_sum': 10276, 'playcount': [33650, 10414, 0], 'playcount_sum': 44064, 'tags': ['free jazz', 'jazz', 'Bossa Nova', 'piano', 'indie', 'experimental', 'downtempo', 'singer-songwriter', 'USA', 'funk', 'jazz', 'saxophone', 'contemporary jazz', 'modern jazz', 'ECM Records', 'ECM', 'instrumental', 'Post-Bop', 'sax', 'saxophonist']};Pat Thomas, Martin Speake, Mark Mondesir Drums., and Dudley Phillips at Vortex Jazz Club (May 17, 2018);0.000769;20:00:00;Concert;Thursday;51.5487082;-0.0764992;9;2513;0.563;0.4075;[2];-12.9025;[1];0.03955;0.6455;0.26;0.109;0.602;322228.0333;[4];POINT (-0.0764992 51.5487082)
220;5afaba8cdcab560004a0b01b;17/5/2018 0:00;17/5/2018 18:00;33655294;{'listeners': [202], 'listeners_sum': 202, 'playcount': [858], 'playcount_sum': 858, 'tags': ['jazz', 'bass', 'electronic', 'techno', 'House', 'minimal', 'minimal techno', 'Colombia', 'guitarra compositor barcelona bristol cantautor', 'carranguera']};Javier Moreno at Green Note (May 17, 2018);1.40E-05;19:00:00;Concert;Thursday;51.5374217;-0.1456995;4;150;0.389;0.3395;[7];-17.1705;[1];0.0409;0.379;0.897;0.108;0.218;377496.7;[4];POINT (-0.1456995 51.5374217)
225;5afaba99dcab560004a0b027;17/5/2018 0:00;;33756909;{'listeners': [101335], 'listeners_sum': 101335, 'playcount': [934246], 'playcount_sum': 934246, 'tags': ['electronic', 'acid jazz', 'jazz', 'finnish', 'seen live', 'electronica', 'experimental', 'funk', 'Warp', 'idm']};Jimi Tenor at Cafe OTO (May 17, 2018);0.002845;;Concert;Thursday;51.5469092;-0.0747739;32;5979;0.7015;0.779;[0];-8.958;[1];0.05275;0.1154;0.11015;0.118;0.565;308716.3;[4];POINT (-0.0747739 51.5469092)
241;5afababfdcab560004a0b049;18/5/2018 0:00;18/5/2018 18:30;31660304;{'listeners': [293139, 293139], 'listeners_sum': 586278, 'playcount': [3590420, 3590420], 'playcount_sum': 7180840, 'tags': ['contemporary classical', 'Classical', 'String Quartet', 'instrumental', 'Soundtrack', 'seen live', 'experimental', 'jazz', 'modern classical', 'Avant-Garde', 'contemporary classical', 'Classical', 'String Quartet', 'instrumental', 'Soundtrack', 'seen live', 'experimental', 'jazz', 'modern classical', 'Avant-Garde']};Kronos Quartet and Kronos String Quartet at Barbican Centre (May 18, 2018);0.018471;19:30:00;Concert;Friday;51.5198644;-0.0916989;54;46161;0.3005;0.2205;[7];-21.1125;[0];0.0409;0.9365;0.889;0.0968;0.07425;422454.5;[4];POINT (-0.0916989 51.5198644)
244;5afabacddcab560004a0b052;18/5/2018 0:00;18/5/2018 18:30;31865364;{'listeners': [920, 12233, 5649, 584], 'listeners_sum': 19386, 'playcount': [16835, 102880, 22096, 6101], 'playcount_sum': 147912, 'tags': ['jazz', 'contemporary jazz', 'instrumental', 'piano trio', 'World jazz', 'piano jazz', 'jazz', 'piano', 'Avant-Garde', 'contemporary jazz', 'piano and keyboards', 'instrumental', 'World jazz', 'seen live', 'german jazz', 'german', 'electronic', 'dance', 'club', 'Progressive House', 'zürich', 'Stars', 'tecktonik', 'spotify', 'FIMAV', 'Cave 12', 'seen live', 'jazz', 'german jazz', 'german jazz drummer']};Michael Wollny Trio, Michael Wollny, Christian Weber, and Eric Schaefer at Kings Place (May 18, 2018);0.000553;19:30:00;Concert;Friday;51.534649;-0.122138;31;6198;0.464;0.354;[1];-14.027;[1];0.0384;0.679;0.841;0.111;0.168;293687.5161;[4];POINT (-0.122138 51.534649)
253;5afabae0dcab560004a0b064;18/5/2018 0:00;18/5/2018 19:00;32252319;{'listeners': [20395], 'listeners_sum': 20395, 'playcount': [175235], 'playcount_sum': 175235, 'tags': ['dub', 'world', 'ambient', 'trip-hop', 'alternative', 'experimental', 'world fusion', 'seen live', 'jazz', 'World Music']};Jah Wobble’s Invaders of the Heart at Mirth, Marvel and Maud (May 18, 2018);9.90E-05;20:00:00;Concert;Friday;51.5859219;-0.0198687;4;282;0.6125;0.69;[1];-9.381;[1];0.0468;0.011765;0.26435;0.114;0.4495;337788.1;[4];POINT (-0.0198687 51.5859219)
261;5afabafcdcab560004a0b07a;18/5/2018 0:00;;32635739;{'listeners': [70871, 118], 'listeners_sum': 70989, 'playcount': [934549, 776], 'playcount_sum': 935325, 'tags': ['funk', 'jazz', 'electronic', 'Broken Beat', 'soul', 'modern funk', 'funky', 'breaks', 'deep funk', 'acid jazz', 'soul', 'funk', 'blues']};Lack of Afro with Crowd Company and Noble & Heath at 100 Club (May 18, 2018);0.003855;;Concert;Friday;51.5160992;-0.1351725;30.5;23926;0.6885;0.8145;[2];-6.546;[1];0.0556;0.08405;0.19805;0.112;0.739;227589.35;[4];POINT (-0.1351725 51.5160992)
271;5afabb1cdcab560004a0b092;18/5/2018 0:00;18/5/2018 18:30;32855314;{'listeners': [2044, 746], 'listeners_sum': 2790, 'playcount': [7184, 2118], 'playcount_sum': 9302, 'tags': ['jazz', 'Hip-Hop', 'electronic', 'soul', 'UK', 'funk', 'london', 'england', 'nu-jazz', 'British Girls', 'seen live', 'the bedford']};Ashley Henry with Anoushka Lucas at Rich Mix (May 18, 2018);5.90E-05;19:30:00;Concert;Friday;51.5242313;-0.0738117;25;2080;0.4815;0.4685;[7];-8.8515;[1];0.0402;0.724;4.58E-05;0.1135;0.367;290385.6;[4];POINT (-0.07381169999999999 51.5242313)
275;5afabb2edcab560004a0b09f;18/5/2018 0:00;18/5/2018 19:00;32967079;{'listeners': [794], 'listeners_sum': 794, 'playcount': [6727], 'playcount_sum': 6727, 'tags': ['jazz', 'All']};Tony O'Malley at 606 Club (May 18, 2018);5.40E-05;20:00:00;Concert;Friday;51.4784141;-0.1816679;12;303;0.633;0.349;[9];-10.657;[1];0.0361;0.739;0.000354;0.1285;0.378;262302.1;[4];POINT (-0.1816679 51.4784141)
345;5afabc1cdcab560004a0b15b;19/5/2018 0:00;19/5/2018 18:00;32224529;{'listeners': [108344], 'listeners_sum': 108344, 'playcount': [983540], 'playcount_sum': 983540, 'tags': ['Classical', 'violin', 'jazz', 'contemporary classical', 'Virtuoso', 'seen live', 'instrumental', 'Nigel Kennedy', 'british', 'baroque']};Nigel Kennedy at Royal Festival Hall, Southbank Centre (May 19, 2018);0.004194;19:00:00;Concert;Saturday;51.5033996;-0.117448;51;20635;0.363;0.185;[5];-17.488;[0];0.0451;0.8655;0.7935;0.141;0.3125;240979.9;[4];POINT (-0.117448 51.5033996)
379;5afabcbadcab560004a0b1cf;19/5/2018 0:00;19/5/2018 19:00;33239989;{'listeners': [1952, 621], 'listeners_sum': 2573, 'playcount': [13656, 6399], 'playcount_sum': 20055, 'tags': ['jazz', 'Avant-Garde', 'experimental', 'piano', 'Canterbury', 'british', 'jazz piano', 'English free jazz', 'contemporary jazz', 'free jazz', 'jazz', 'Avant-Garde', 'Progressive rock', 'free jazz', 'experimental', 'vocal jazz', 'improv', 'Favorite Artists', 'Jazz Rock', 'favorite vocalists']};Keith Tippett and Julie Tippett at Vortex Jazz Club (May 19, 2018) (CANCELLED) ;6.40E-05;20:00:00;Concert;Saturday;51.5487082;-0.0764992;4;502;0.359;0.237;[0];-19.98;[1];0.0451;0.786;0.6755;0.09635;0.2295;628626.5;[4];POINT (-0.0764992 51.5487082)
422;5afabd76dcab560004a0b25e;19/5/2018 0:00;19/5/2018 18:00;33735289;{'listeners': [53287], 'listeners_sum': 53287, 'playcount': [332131], 'playcount_sum': 332131, 'tags': ['spoken word', 'poetry', 'Hip-Hop', 'jazz', 'funk', 'hip hop', 'rap', 'new york', 'political rap', 'political']};The Last Poets at Archspace (May 19, 2018);0.003252;19:00:00;Concert;Saturday;51.536671;-0.0758036;35;9217;0.6985;0.5345;[2];-12.926;[1];0.2605;0.6675;0;0.212;0.8325;244744.5;[4];POINT (-0.0758036 51.536671)
431;5afabd93dcab560004a0b277;19/5/2018 0:00;19/5/2018 18:30;33789254;{'listeners': [42929, 118], 'listeners_sum': 43047, 'playcount': [283714, 776], 'playcount_sum': 284490, 'tags': ['funk', 'jazz', 'jazz fusion', 'modern funk', 'deep funk', 'Fusion', 'jazz-funk', 'jazz funk', 'All', 'jazz cafe venue', 'soul', 'funk', 'blues']};The Haggis Horns with Crowd Company at 229 Venue (May 19, 2018);0.002282;19:30:00;Concert;Saturday;51.5233785;-0.1449626;24.5;13933;0.678;0.8145;[2];-6.381;[1];0.0443;0.05915;0.19805;0.159;0.8215;275374.05;[4];POINT (-0.1449626 51.5233785)
434;5afabd98dcab560004a0b27c;19/5/2018 0:00;19/5/2018 18:00;33804309;{'listeners': [72988], 'listeners_sum': 72988, 'playcount': [580446], 'playcount_sum': 580446, 'tags': ['Neo-Soul', 'soul', 'female vocalists', 'rnb', 'jazz', 'Neo Soul', 'nu soul', 'sexy', 'smooth', 'Smooth Jazz']};Hil St. Soul at Pizza Express - Holborn (May 19, 2018);0.00357;19:00:00;Concert;Saturday;51.5180357;-0.1186285;37;24745;0.7575;0.5225;[7];-7.56;[0];0.1175;0.12105;1.96E-06;0.1275;0.6195;254137.3;[4];POINT (-0.1186285 51.5180357)
460;5afabde2dcab560004a0b2b7;20/5/2018 0:00;20/5/2018 6:00;33195574;{'listeners': [3724], 'listeners_sum': 3724, 'playcount': [30720], 'playcount_sum': 30720, 'tags': ['funk', 'under 2000 listeners', 'jazz', 'House', 'bass', 'swing', 'groovy', 'location:uk:eng:london']};Redtenbacher's Funkestra at The Boaters Inn (May 20, 2018);0.000147;7:00:00;Concert;Sunday;51.4188758;-0.3055867;23;2192;0.7335;0.8255;[0];-5.1035;[1];0.03945;0.0213;0.688;0.115;0.827;199143.6;[4];POINT (-0.3055867 51.4188758)
467;5afabdf6dcab560004a0b2c8;20/5/2018 0:00;20/5/2018 18:00;33371904;{'listeners': [16809], 'listeners_sum': 16809, 'playcount': [117075], 'playcount_sum': 117075, 'tags': ['acoustic', 'seen live', 'folk', 'singer-songwriter', 'pop', 'blues', 'south africa', 'jazz', 'sexy', 'indie pop']};Alice Phoebe Lou at Scala (May 20, 2018);0.001737;19:00:00;Concert;Sunday;51.5309284;-0.1202729;47;33826;0.5245;0.3045;[9];-9.985;[0];0.03765;0.56;0.004365;0.0999;0.142;278974.1;[4];POINT (-0.1202729 51.5309284)
477;5afabe19dcab560004a0b2e4;20/5/2018 0:00;20/5/2018 18:00;33623639;{'listeners': [11476], 'listeners_sum': 11476, 'playcount': [78656], 'playcount_sum': 78656, 'tags': ['Psychedelic Rock', 'experimental', 'Progressive rock', 'Jazz Rock', 'classic rock', 'british', 'Pink Floyd', 'jazz', 'art-rock', 'rock drummer']};Nick Mason at Dingwalls (May 20, 2018);0.00049;19:00:00;Concert;Sunday;51.5418166;-0.1458775;9;1720;0.564;0.507;[8];-9.723;[0];0.0491;0.0685;0.0723;0.111;0.262;305879.5714;[4];POINT (-0.1458775 51.5418166)
481;5afabe2fdcab560004a0b2f3;20/5/2018 0:00;20/5/2018 18:00;33664799;{'listeners': [77216], 'listeners_sum': 77216, 'playcount': [536385], 'playcount_sum': 536385, 'tags': ['deep house', 'lounge', 'electronic', 'jazz', 'House', 'serve chilled', 'Ouahhhhh', '1st Vine', 'city lounge', 'my-love']};Jimpster at Archspace (May 20, 2018);0.003134;19:00:00;Concert;Sunday;51.536671;-0.0758036;37;9781;0.726;0.63;[4];-9.28;[0];0.0585;0.0741;0.796;0.0936;0.497;372622.7;[4];POINT (-0.0758036 51.536671)
486;5afabe3cdcab560004a0b2fe;20/5/2018 0:00;;33730264;{'listeners': [73783], 'listeners_sum': 73783, 'playcount': [598025], 'playcount_sum': 598025, 'tags': ['jazz', 'acid jazz', 'chillout', 'electronic', 'nu-jazz', 'seen live', 'downtempo', 'nu jazz', 'soul', 'funk']};Urban Village Fete 2018;0.005958;;Festival;Sunday;51.4825766;-0.0076589;22;20416;0.744;0.702;[1];-9.1425;[0];0.1052;0.0239;0.2045;0.108;0.781;307224.5;[4];POINT (-0.0076589 51.4825766)
497;5afabe59dcab560004a0b316;21/5/2018 0:00;21/5/2018 18:30;31944389;{'listeners': [194798], 'listeners_sum': 194798, 'playcount': [5510997], 'playcount_sum': 5510997, 'tags': ['norwegian', 'singer-songwriter', 'seen live', 'female vocalists', 'experimental', 'jazz', 'art pop', 'electronic', 'pop', 'Norway']};Susanne Sundfør at Barbican Centre (May 21, 2018);0.014495;19:30:00;Concert;Monday;51.5198644;-0.0916989;55;131092;0.404;0.3225;[4];-9.002;[0];0.03525;0.48345;0.0019;0.0874;0.164;265606.6;[4];POINT (-0.0916989 51.5198644)
504;5afabe6bdcab560004a0b325;21/5/2018 0:00;21/5/2018 18:00;33023279;{'listeners': [14089], 'listeners_sum': 14089, 'playcount': [37165], 'playcount_sum': 37165, 'tags': ['soul', 'jazz', 'rnb', 'All']};Poppy Ajudha at Omeara (May 21, 2018);0.000717;19:00:00;Concert;Monday;51.5041429;-0.094603;52;7625;0.59;0.483;[6];-8.3475;[0];0.0423;0.379;0.00307485;0.1054;0.366;255820.3;[4];POINT (-0.09460300000000001 51.5041429)
517;5afabe8cdcab560004a0b33e;21/5/2018 0:00;;33644384;{'listeners': [11476], 'listeners_sum': 11476, 'playcount': [78656], 'playcount_sum': 78656, 'tags': ['Psychedelic Rock', 'experimental', 'Progressive rock', 'Jazz Rock', 'classic rock', 'british', 'Pink Floyd', 'jazz', 'art-rock', 'rock drummer']};Nick Mason at Half Moon, Putney (May 21, 2018);0.000496;;Concert;Monday;51.4678461;-0.2217681;9;1720;0.564;0.507;[8];-9.723;[0];0.0491;0.0685;0.0723;0.111;0.262;305879.5714;[4];POINT (-0.2217681 51.4678461)
525;5afabea6dcab560004a0b354;21/5/2018 0:00;21/5/2018 17:30;33878754;{'listeners': [1539], 'listeners_sum': 1539, 'playcount': [3552], 'playcount_sum': 3552, 'tags': ['jazz']};Vince Vella and Luzmira Zerpa - Venezuela with Luzmira Zerpa at Total Refreshment Centre (May 21, 2018);0.000112;18:30:00;Concert;Monday;51.5553566;-0.0733913;3;92;0.742;0.927;[0];-6.168;[1];0.0929;0.111;0.075;0.0867;0.66;234886.8;[4];POINT (-0.07339130000000001 51.5553566)
531;5afabeb3dcab560004a0b361;22/5/2018 0:00;22/5/2018 18:00;32119264;{'listeners': [23530], 'listeners_sum': 23530, 'playcount': [236764], 'playcount_sum': 236764, 'tags': ['jazz', 'piano', 'latin jazz', 'Afro-Cuban', 'latin', 'cuba', 'seen live', 'cuban', 'Cuban Jazz', 'instrumental']};Roberto Fonseca at Nells Jazz & Blues (May 22, 2018);0.00155;19:00:00;Concert;Tuesday;51.4923141;-0.2071984;34;12096;0.424;0.6845;[0];-7.8185;[0];0.05375;0.7425;0.1194;0.669;0.5475;398497.4;[4];POINT (-0.2071984 51.4923141)
570;5afabf26dcab560004a0b3ba;22/5/2018 0:00;22/5/2018 18:00;33640044;{'listeners': [524], 'listeners_sum': 524, 'playcount': [2702], 'playcount_sum': 2702, 'tags': ['electronica', 'jazz', 'under 2000 listeners', 'seen live', 'lesser known yet streamable artists', 'Compost Records', 'music to delve into further', 'various artists are a PITA on lastfm', 'jazzfriendslondon']};Byron Wallen at The Jazz Cafe (May 22, 2018);3.70E-05;19:00:00;Concert;Tuesday;51.5387092;-0.1430815;4;96;0.424;0.3625;[4];-14.125;[1];0.0648;0.2825;0.567;0.1445;0.437;411472;[3];POINT (-0.1430815 51.5387092)
585;5afaec82f4259d0004b0e44f;13/4/2018 0:00;13/4/2018 18:00;31514219;{'listeners': [13060], 'listeners_sum': 13060, 'playcount': [115997], 'playcount_sum': 115997, 'tags': ['ska', 'jazz', 'ska-jazz', 'reggae', 'funk', 'jamaica', 'seen live', 'ska jazz', 'Jazz Jamaica', 'skazz']};Jazz Jamaica at The Jazz Cafe (April 13, 2018);0.000434;19:00:00;Concert;Friday;51.5387092;-0.1430815;27;4298;0.699;0.488;[0];-7.785;[1];0.0387;0.263;0.0422;0.218;0.717;300660.1;[4];POINT (-0.1430815 51.5387092)
591;5afaec93f4259d0004b0e45f;13/4/2018 0:00;13/4/2018 18:00;32015269;{'listeners': [55, 42], 'listeners_sum': 97, 'playcount': [158, 719], 'playcount_sum': 877, 'tags': ['jazz', 'glastonbury 2011 - bands i saw']};Benoit Viellefon and Benoit Viellefon Hot Club at The Oriole (April 13, 2018);7.60E-05;19:00:00;Concert;Friday;51.5187111;-0.10258;2;58;0.7285;0.477;[7];-11.9585;[0];0.177;0.701;0.4675;0.6865;0.8965;192411.9286;[4];POINT (-0.10258 51.5187111)
595;5afaec9cf4259d0004b0e468;13/4/2018 0:00;13/4/2018 18:00;32288729;{'listeners': [72581], 'listeners_sum': 72581, 'playcount': [429676], 'playcount_sum': 429676, 'tags': ['jazz', 'soul', '60s', 'mod', 'pop', 'british', 'rnb', 'oldies', 'acid jazz', 'rhythm and blues']};Georgie Fame at Fairkytes Arts Center (April 13, 2018);0.003722;19:00:00;Concert;Friday;51.5650145;0.2182053;35;5696;0.5915;0.5205;[3];-10.009;[1];0.04;0.307;8.74E-06;0.227;0.6805;187896.3;[4];POINT (0.2182053 51.5650145)
602;5afaecaff4259d0004b0e47b;13/4/2018 0:00;;32419919;{'listeners': [36489], 'listeners_sum': 36489, 'playcount': [155625], 'playcount_sum': 155625, 'tags': ['soul', 'funk', 'rnb', '80s groove', 'quiet storm', '80s', 'keni burke', 'soulgdchill', 'Disco', 'jazz']};Keni Burke at 229 (April 13, 2018);0.00368;;Concert;Friday;51.523464;-0.144249;37;4191;0.7085;0.584;[0];-8.618;[0];0.0863;0.256;7.50E-05;0.1445;0.8;245367.4;[4];POINT (-0.144249 51.523464)
604;5afaecb7f4259d0004b0e481;13/4/2018 0:00;13/4/2018 18:30;32432674;{'listeners': [560, 3287, 39], 'listeners_sum': 3886, 'playcount': [5270, 14442, 120], 'playcount_sum': 19832, 'tags': ['jazz', 'piano', 'estonian', 'ethnic', 'instrumental', 'contemporary jazz', '00s', 'Eesti', 'european', 'estonia', 'Classical', 'cello', 'german jazz', 'music is poetry in motion', 'jazz cello', 'cello jazz']};Thomas Gould, Kristjan Randalu, and Stephan Braun at Kings Place (April 13, 2018);0.000123;19:30:00;Concert;Friday;51.534649;-0.122138;34;865;0.2485;0.1475;[7];-21.2895;[1];0.0399;0.948;0.8555;0.154;0.1205;245026.6;[4];POINT (-0.122138 51.534649)
614;5afaecdbf4259d0004b0e49f;13/4/2018 0:00;;32580014;{'listeners': [1922], 'listeners_sum': 1922, 'playcount': [6191], 'playcount_sum': 6191, 'tags': ['jazz', 'Classical', 'experimental', 'cello', 'soul', 'british', 'folk', 'composer', 'soul jazz', 'female vocalist']};Ayanna Witter-Johnson at Cutty Sark (April 13, 2018);0.000259;;Concert;Friday;51.4814581;-0.0083094;14;701;0.739;0.27;[7];-7.449;[1];0.0605;0.757;2.48E-05;0.11;0.455;221339.5556;[4];POINT (-0.0083094 51.4814581)
618;5afaece9f4259d0004b0e4aa;13/4/2018 0:00;13/4/2018 18:00;32673889;{'listeners': [1623, 28, 323], 'listeners_sum': 1974, 'playcount': [5557, 113, 1212], 'playcount_sum': 6882, 'tags': ['folk', 'jazz', 'pop', 'soul', 'female vocalists', 'under 2000 listeners', 'the bedford', 'Soul Diva']};Speak, Brother with John Nicholas and Jules Rendell at Thousand Island (formerly Upstairs at The Garage) (April 13, 2018);8.40E-05;19:00:00;Concert;Friday;51.5466983;-0.1038429;16;1167;0.4265;0.4545;[1];-9.3335;[1];0.0393;0.1075;0.000237;0.135;0.2465;223865.25;[4];POINT (-0.1038429 51.5466983)
664;5afaed75f4259d0004b0e52b;13/4/2018 0:00;13/4/2018 20:00;33372584;{'listeners': [1780], 'listeners_sum': 1780, 'playcount': [11359], 'playcount_sum': 11359, 'tags': ['afrobeat', 'funk', 'jazz', 'world', 'british', 'african', 'World Music', 'afro-funk', 'london', 'james brown']};London Afrobeat Collective at The Blues Kitchen - Brixton (April 13, 2018);0.000295;21:00:00;Concert;Friday;51.4606163;-0.1192565;12;1327;0.7165;0.8865;[1];-7.9085;[0];0.04435;0.00234;0.0589;0.12275;0.839;360943.4;[4];POINT (-0.1192565 51.4606163)
684;5afaeda3f4259d0004b0e55b;14/4/2018 0:00;14/4/2018 18:00;32015374;{'listeners': [55, 42], 'listeners_sum': 97, 'playcount': [158, 719], 'playcount_sum': 877, 'tags': ['jazz', 'glastonbury 2011 - bands i saw']};Benoit Viellefon and Benoit Viellefon Hot Club at The Nightjar (April 14, 2018);7.60E-05;19:00:00;Concert;Saturday;51.5265311;-0.0877326;2;58;0.7285;0.477;[7];-11.9585;[0];0.177;0.701;0.4675;0.6865;0.8965;192411.9286;[4];POINT (-0.08773259999999999 51.5265311)
