index_left;_id;date;datetime;id;lastfm;name;popularity;time;type;date_name;lat;lng;popularity_median;followers_sum;danceability_median;energy_median;key_mode;loudness_median;mode_mode;speechiness_median;acousticness_median;instrumentalness_median;liveness_median;valence_median;duration_ms_mean;time_signature_mode;geometry
1149;5afaf2f5f4259d0004b0e9e7;22/4/2018 0:00;22/4/2018 18:00;33562124;{'listeners': [31547], 'listeners_sum': 31547, 'playcount': [475318], 'playcount_sum': 475318, 'tags': ['japanese', 'j-pop', 'electropop', 'electronic', 'female vocalists', 'video game music', 'JPop', 'jazz', 'pop', 'japan']};SAWA at The Jazz Cafe (April 22, 2018);0.000127;19:00:00;Concert;Sunday;51.5387092;-0.1430815;10;1113;0.6115;0.9325;[6];-2.343;[1];0.07195;0.02205;5.00E-05;0.1045;0.561;263772.7;[4];POINT (-0.1430815 51.5387092)
1150;5afaf2f9f4259d0004b0e9ea;22/4/2018 0:00;22/4/2018 18:30;33653159;{'listeners': [3574, 209], 'listeners_sum': 3783, 'playcount': [25915, 8148], 'playcount_sum': 34063, 'tags': ['pop', 'soul', 'Neo Soul', 'bulgarian', 'seen live', 'female vocalists', 'under 2000 listeners', 'Bulgarian music', 'nu jazz', 'electronic']};Ruth Koleva with Ivo Dimchev at Zigfrid Von Underbelly (April 22, 2018);0.000235;19:30:00;Concert;Sunday;51.5280012;-0.0817678;17;2362;0.4495;0.401;[0];-9.295;[1];0.04825;0.563;0.0004515;0.1825;0.412;231250.9;[4];POINT (-0.0817678 51.5280012)
1193;5afaf38df4259d0004b0ea60;6/5/2018 0:00;6/5/2018 15:00;33375029;{'listeners': [184, 4388], 'listeners_sum': 4572, 'playcount': [584, 36443], 'playcount_sum': 37027, 'tags': ['seen live', 'jazz', 'brass', 'jazz', 'seen live', 'Manchester', 'brass', 'england', 'brass band', '5 Stars', 'under 2000 listeners', 'Avant-Garde', 'jazzhop']};Riot Jazz with Riot Jazz Brass Band at Brixton Jamm (May 6, 2018);0.000391;16:00:00;Concert;Sunday;51.47095;-0.1119528;25;8548;0.635;0.855;[8];-6.033;[1];0.0605;0.013855;0.664;0.1625;0.6755;240097.6;[4];POINT (-0.1119528 51.47095)
1214;5afaf3dff4259d0004b0eaa2;6/5/2018 0:00;6/5/2018 15:30;33698514;{'listeners': [965, 119706], 'listeners_sum': 120671, 'playcount': [3240, 795677], 'playcount_sum': 798917, 'tags': ['electronic', 'electro', 'breakbeat', 'under 2000 listeners', 'All', 'acid jazz', 'funk', 'groove', 'chillout', 'jazz', 'funky', '90s', 'soul', 'nu jazz', 'electronic']};Disastronaut with Freakpower at The Bell Pub (May 6, 2018);0.001634;16:30:00;Concert;Sunday;51.5902561;-0.0170213;4;132;0.675;0.607;[7];-7.72;[1];0.0444;0.145;0.694;0.109;0.402;348914.1818;[4];POINT (-0.0170213 51.5902561)
1221;5afaf3eff4259d0004b0eab0;6/5/2018 0:00;;33769579;{'listeners': [7481], 'listeners_sum': 7481, 'playcount': [27207], 'playcount_sum': 27207, 'tags': ['jazz', 'saxophone', 'latin jazz', 'instrumental', 'sax', 'Jazzapedia', 'Ed Calle', 'male', '80s', 'acoustic']};Ed Calle at Abbey Road Studios (May 6, 2018);0.000296;;Concert;Sunday;51.5321445;-0.1779186;25;1374;0.5695;0.5135;[0];-9.3755;[0];0.03655;0.671;0.4485;0.1485;0.4795;392657.5;[4];POINT (-0.1779186 51.5321445)
1228;5afaf401f4259d0004b0eabe;6/5/2018 0:00;6/5/2018 19:00;33817434;{'listeners': [30], 'listeners_sum': 30, 'playcount': [290], 'playcount_sum': 290, 'tags': ['jazz']};Picante at The Ship Theatre (May 6, 2018);1.30E-05;20:00:00;Concert;Sunday;51.2773898;0.1985561;45;47239;0.672;0.819;[7];-4.7225;[0];0.04075;0.6135;0;0.1253;0.848;278907.8;[4];POINT (0.1985561 51.2773898)
1237;5afaf421f4259d0004b0eadb;7/5/2018 0:00;7/5/2018 18:00;32821834;{'listeners': [40415], 'listeners_sum': 40415, 'playcount': [237749], 'playcount_sum': 237749, 'tags': ['jazz', 'soul', 'rnb', 'Hip-Hop', 'alternative', 'funk', 'nujazz', 'beats', 'Jazz Hop', '10s']};Mr Jukes at The Jazz Cafe (May 7, 2018);0.003023;19:00:00;Concert;Monday;51.5387092;-0.1430815;49;23487;0.6455;0.6875;[0];-6.2195;[0];0.0433;0.1375;0.0159;0.12;0.594;236819.7;[4];POINT (-0.1430815 51.5387092)
1239;5afaf434f4259d0004b0eae7;7/5/2018 0:00;7/5/2018 18:00;33089059;{'listeners': [63571], 'listeners_sum': 63571, 'playcount': [591159], 'playcount_sum': 591159, 'tags': ['soul', 'rnb', 'british', 'jazz', 'pop', 'Neo-Soul', 'r&b', 'male vocalists', 'love at first listen', 'singer-songwriter']};Daley at Village Underground (May 7, 2018);0.011509;19:00:00;Concert;Monday;51.5237877;-0.0780335;46;55106;0.5325;0.496;[0];-8.2;[0];0.0655;0.2955;7.00E-07;0.09635;0.3025;235265.9;[4];POINT (-0.07803350000000001 51.5237877)
1252;5afaf45af4259d0004b0eb05;7/5/2018 0:00;7/5/2018 18:30;33593289;{'listeners': [5796, 77], 'listeners_sum': 5873, 'playcount': [43631, 430], 'playcount_sum': 44061, 'tags': ['World Music', 'brass', 'jazz', 'Fusion', 'ethnic', 'world fusion', 'seen live', 'funk', 'Bhangra', 'Brass Bonanza', 'jazz', 'drums', 'drummer']};Red Baraat with Sunny Jain at Rich Mix (May 7, 2018);0.001258;19:30:00;Concert;Monday;51.5242313;-0.0738117;15;6912;0.4635;0.909;[1];-7.015;[1];0.0581;0.10305;0.5005;0.1345;0.8125;319440.9;[4];POINT (-0.07381169999999999 51.5242313)
1254;5afaf45ef4259d0004b0eb08;7/5/2018 0:00;7/5/2018 18:30;33642839;{'listeners': [323], 'listeners_sum': 323, 'playcount': [1212], 'playcount_sum': 1212, 'tags': ['jazz', 'pop', 'soul', 'female vocalists', 'under 2000 listeners', 'the bedford', 'Soul Diva']};Jules Rendell at Unknown venue (May 7, 2018);1.40E-05;19:30:00;Concert;Monday;51.5073509;-0.1277583;12;124;0.5535;0.3935;[1];-10.8585;[0];0.0416;0.1535;0.000679;0.1835;0.287;213855.5;[4];POINT (-0.1277583 51.5073509)
1255;5afaf463f4259d0004b0eb0b;7/5/2018 0:00;;33645629;{'listeners': [8248, 5, 137], 'listeners_sum': 8390, 'playcount': [40875, 11, 513], 'playcount_sum': 41399, 'tags': ['reggae', 'lovers rock', 'Lovers', 'Hip-Hop', 'seen live', 'jazz', 'rap', 'piano', 'hiphop', 'finnish']};Kofi with DJ Misbehaviour and Shortee Blitz at O2 Academy 2 Islington (May 7, 2018);0.00038;;Concert;Monday;51.5345836;-0.1059202;16;3557;0.843;0.661;[7];-4.578;[1];0.0816;0.242;4.84E-05;0.147;0.78;211126;[4];POINT (-0.1059202 51.5345836)
1258;5afaf473f4259d0004b0eb16;7/5/2018 0:00;;33769584;{'listeners': [7481], 'listeners_sum': 7481, 'playcount': [27207], 'playcount_sum': 27207, 'tags': ['jazz', 'saxophone', 'latin jazz', 'instrumental', 'sax', 'Jazzapedia', 'Ed Calle', 'male', '80s', 'acoustic']};Ed Calle at Abbey Road Studios (May 7, 2018);0.000296;;Concert;Monday;51.5321445;-0.1779186;25;1374;0.5695;0.5135;[0];-9.3755;[0];0.03655;0.671;0.4485;0.1485;0.4795;392657.5;[4];POINT (-0.1779186 51.5321445)
1263;5afaf47df4259d0004b0eb20;8/5/2018 0:00;8/5/2018 18:30;31997939;{'listeners': [193741], 'listeners_sum': 193741, 'playcount': [2354191], 'playcount_sum': 2354191, 'tags': ['jazz', 'piano', 'jazz piano', 'Hard Bop', 'ahmad jamal', 'bebop', 'Smooth Jazz', 'piano jazz', 'funk', 'Post-Bop']};Ahmad Jamal at Barbican Centre (May 8, 2018) (CANCELLED) ;0.007015;19:30:00;Concert;Tuesday;51.5198644;-0.0916989;48;41444;0.578;0.2875;[0];-16.537;[1];0.04125;0.6485;0.78;0.117;0.3825;305358.7;[4];POINT (-0.0916989 51.5198644)
1288;5afaf4cff4259d0004b0eb60;8/5/2018 0:00;8/5/2018 19:00;33426604;{'listeners': [51, 618], 'listeners_sum': 669, 'playcount': [267, 2369], 'playcount_sum': 2636, 'tags': ['jazz']};Harald Lassen and Elliot Galvin at Vortex Jazz Club (May 8, 2018);1.60E-05;20:00:00;Concert;Tuesday;51.5487082;-0.0764992;10.5;198;0.458;0.308;[2];-15.143;[1];0.0448;0.61;0.779;0.12;0.214;320395.2941;[4];POINT (-0.0764992 51.5487082)
1297;5afaf4e2f4259d0004b0eb73;8/5/2018 0:00;8/5/2018 18:30;33695194;{'listeners': [120, 127, 254495], 'listeners_sum': 254742, 'playcount': [345, 316, 1941776], 'playcount_sum': 1942437, 'tags': ['blues', 'Chicago Blues', 'Classic Blues', 'delta blues', 'guitar', 'electric blues', 'american', 'jazz', 'muddy waters', 'blues rock']};Autumnmusic with Talk Show gHost and Little Water at Servant Jazz Quarters (May 8, 2018);1.10E-05;19:30:00;Concert;Tuesday;51.5486354;-0.0767334;2;31;0.6115;0.239;[0];-15.621;[0];0.1047;0.842;0.000631;0.09585;0.3595;196893.8333;[4];POINT (-0.07673339999999999 51.5486354)
1301;5afaf4e9f4259d0004b0eb79;8/5/2018 0:00;;33769594;{'listeners': [7481], 'listeners_sum': 7481, 'playcount': [27207], 'playcount_sum': 27207, 'tags': ['jazz', 'saxophone', 'latin jazz', 'instrumental', 'sax', 'Jazzapedia', 'Ed Calle', 'male', '80s', 'acoustic']};Ed Calle at Abbey Road Studios (May 8, 2018);0.000296;;Concert;Tuesday;51.5321445;-0.1779186;25;1374;0.5695;0.5135;[0];-9.3755;[0];0.03655;0.671;0.4485;0.1485;0.4795;392657.5;[4];POINT (-0.1779186 51.5321445)
1327;5afaf53cf4259d0004b0ebb6;9/5/2018 0:00;9/5/2018 18:30;32784964;{'listeners': [20424, 374], 'listeners_sum': 20798, 'playcount': [339528, 15774], 'playcount_sum': 355302, 'tags': ['jazz', 'free jazz', 'Avant-Garde Jazz', 'saxophone', 'Avant-Garde', 'experimental', 'seen live', 'spoken word', 'free improvisation', 'american', 'jazz', 'female vocalists', 'singer-songwriter', 'pop rock', 'favorites', 'ireland', 'Patricia Toppler']};Matana Roberts with Patricia Kelly at Ghost Notes (May 9, 2018);0.004636;19:30:00;Concert;Wednesday;51.4706807;-0.0675578;18.5;5223;0.4415;0.341;[0];-10.557;[1];0.0426;0.8515;0.00234;0.506;0.2875;348785;[4];POINT (-0.0675578 51.4706807)
1333;5afaf551f4259d0004b0ebc8;9/5/2018 0:00;;33180814;{'listeners': [78, 14], 'listeners_sum': 92, 'playcount': [469, 28], 'playcount_sum': 497, 'tags': ['seen live', 'jazz', 'experimental', 'bristol']};Run Logan Run with Danalogue and Cykada at Sebright Arms (May 9, 2018);1.30E-05;;Concert;Wednesday;51.5320226;-0.0631162;2;89;0.3275;0.5415;[10];-11.7535;[0];0.04535;0.185;0.8415;0.1085;0.283;299368.2778;[4];POINT (-0.0631162 51.5320226)
1335;5afaf556f4259d0004b0ebcc;9/5/2018 0:00;9/5/2018 19:00;33198819;{'listeners': [1668, 4899], 'listeners_sum': 6567, 'playcount': [10910, 22545], 'playcount_sum': 33455, 'tags': ['jazz', 'Fusion', 'guitar', 'seen live', 'jazz guitar', 'Jazz Rock', 'blues', 'contemporary jazz', 'Canterbury', 'progressive jazz', 'jazz', 'clarinet', 'british-asian', 'seen live', 'manchester jazz', 'Manchester', 'indojazz', 'camoci records', 'nu jazz', 'electronic']};John Etheridge and Arun Ghosh at Vortex Jazz Club (May 9, 2018);0.000281;20:00:00;Concert;Wednesday;51.5487082;-0.0764992;15.5;1350;0.518;0.385;[0];-10.566;[1];0.03735;0.651;0.8495;0.117;0.3545;220808.55;[4];POINT (-0.0764992 51.5487082)
1344;5afaf56af4259d0004b0ebe0;9/5/2018 0:00;9/5/2018 18:30;33456259;{'listeners': [11589, 25], 'listeners_sum': 11614, 'playcount': [216642, 103], 'playcount_sum': 216745, 'tags': ['experimental', 'Czech', 'Avant-Garde', 'violin', 'female vocalists', 'folk', 'seen live', 'jazz', 'World Music', 'alternative']};Iva Bittova and Abraham Brody at Richmix Cinema and Arts Centre (May 9, 2018);0.000267;19:30:00;Concert;Wednesday;51.5242129;-0.0735496;10;2291;0.3055;0.2315;[7];-11.103;[1];0.041;0.9075;0.011;0.1035;0.1395;271184.45;[4];POINT (-0.07354960000000001 51.5242129)
1348;5afaf573f4259d0004b0ebe9;9/5/2018 0:00;;33525139;{'listeners': [742, 3077, 475], 'listeners_sum': 4294, 'playcount': [4177, 35358, 1044], 'playcount_sum': 40579, 'tags': ['british', 'alternative rock', 'math rock', 'indie rock', 'Progressive rock', 'Progressive', 'post-hardcore', 'math rock', 'jazz', 'instrumental', 'UK', 'funk', 'asciiecho', 'seen live', 'rock', 'british', 'english', 'House']};Death and the Penguin and Suffer Like G Did with Young Braves and Midnight Mouth at The Fighting Cocks (May 9, 2018);0.000189;;Concert;Wednesday;51.4106158;-0.2982417;6;1645;0.501;0.7435;[7];-5.805;[0];0.0484;0.00644;0.011435;0.143;0.5065;228471.5;[4];POINT (-0.2982417 51.4106158)
1360;5afaf596f4259d0004b0ec07;9/5/2018 0:00;;33769599;{'listeners': [7481], 'listeners_sum': 7481, 'playcount': [27207], 'playcount_sum': 27207, 'tags': ['jazz', 'saxophone', 'latin jazz', 'instrumental', 'sax', 'Jazzapedia', 'Ed Calle', 'male', '80s', 'acoustic']};Ed Calle at Abbey Road Studios (May 9, 2018);0.000296;;Concert;Wednesday;51.5321445;-0.1779186;25;1374;0.5695;0.5135;[0];-9.3755;[0];0.03655;0.671;0.4485;0.1485;0.4795;392657.5;[4];POINT (-0.1779186 51.5321445)
1371;5afaf5b1f4259d0004b0ec1e;10/5/2018 0:00;10/5/2018 17:30;32144609;{'listeners': [17659], 'listeners_sum': 17659, 'playcount': [129705], 'playcount_sum': 129705, 'tags': ['jazz', 'female vocalists', 'vocal jazz', 'Smooth Jazz', 'seen live', 'folk', 'Gwyneth Herbert', 'singer-songwriter', 'female vocalist', 'pop']};Gwyneth Herbert at The Crazy Coqs (May 10, 2018);0.000967;18:30:00;Concert;Thursday;51.5108185;-0.1357307;19;1371;0.635;0.265;[2];-11.2195;[1];0.0456;0.8065;4.26E-05;0.104;0.349;200768;[4];POINT (-0.1357307 51.5108185)
1377;5afaf5c5f4259d0004b0ec2d;10/5/2018 0:00;;32362309;{'listeners': [2191], 'listeners_sum': 2191, 'playcount': [11871], 'playcount_sum': 11871, 'tags': ['jazz', 'folk', 'ambient', 'indie pop', 'london', 'under 2000 listeners']};Snowpoet at Kings Place (May 10, 2018);7.10E-05;;Concert;Thursday;51.534649;-0.122138;25;929;0.378;0.192;[9];-16.533;[1];0.0382;0.913;0.00289;0.116;0.2605;206914.7;[4];POINT (-0.122138 51.534649)
1412;5afcd45f4054df00043ae4aa;23/5/2018 0:00;;32119274;{'listeners': [23533], 'listeners_sum': 23533, 'playcount': [236789], 'playcount_sum': 236789, 'tags': ['jazz', 'piano', 'latin jazz', 'Afro-Cuban', 'latin', 'cuba', 'seen live', 'cuban', 'Cuban Jazz', 'instrumental']};Roberto Fonseca at Nells Jazz & Blues (May 23, 2018);0.00155;;Concert;Wednesday;51.4923141;-0.2071984;34;12106;0.424;0.6845;[0];-7.8185;[0];0.05375;0.7425;0.1194;0.669;0.5475;398497.4;[4];POINT (-0.2071984 51.4923141)
1417;5afcd46a4054df00043ae4b3;23/5/2018 0:00;23/5/2018 18:30;32560764;{'listeners': [40026], 'listeners_sum': 40026, 'playcount': [387818], 'playcount_sum': 387818, 'tags': ['britpop', 'indie', 'pop', 'chamber pop', 'lounge', 'british', 'indie pop', 'seen live', 'jazz', 'london']};COUSTEAUX at 100 Club (May 23, 2018) (CANCELLED) ;0.001761;19:30:00;Concert;Wednesday;51.5160992;-0.1351725;7;290;0.3525;0.5155;[0];-8.414;[0];0.0357;0.472;0.00227;0.1135;0.3095;245803.6;[4];POINT (-0.1351725 51.5160992)
1439;5afcd4ac4054df00043ae4e2;23/5/2018 0:00;23/5/2018 19:00;33317404;{'listeners': [89], 'listeners_sum': 89, 'playcount': [538], 'playcount_sum': 538, 'tags': ['jazz fusion', 'jazz', 'Fusion']};Nim Sadot at Spice Of Life (May 23, 2018);0;20:00:00;Concert;Wednesday;51.5133602;-0.1297022;10;149;0.6285;0.5685;[2];-12.4465;[0];0.03895;0.183;0.868;0.1595;0.4215;348164.125;[4];POINT (-0.1297022 51.5133602)
1457;5afcd4e24054df00043ae509;23/5/2018 0:00;;33644424;{'listeners': [11477], 'listeners_sum': 11477, 'playcount': [78667], 'playcount_sum': 78667, 'tags': ['Psychedelic Rock', 'experimental', 'Progressive rock', 'Jazz Rock', 'classic rock', 'british', 'Pink Floyd', 'jazz', 'art-rock', 'rock drummer']};Nick Mason at Half Moon, Putney (May 23, 2018);0.000496;;Concert;Wednesday;51.4678461;-0.2217681;9;1722;0.564;0.507;[8];-9.723;[0];0.0491;0.0685;0.0723;0.111;0.262;305879.5714;[4];POINT (-0.2217681 51.4678461)
1460;5afcd4ea4054df00043ae50f;23/5/2018 0:00;;33659509;{'listeners': [155, 435], 'listeners_sum': 590, 'playcount': [616, 2978], 'playcount_sum': 3594, 'tags': ['jazz', 'vocal', 'folk', 'female vocalists', 'acoustic', 'latin', 'under 2000 listeners', 'bossa-nova', 'singer-songwriting']};Frank Harrison and Brigitte Beraha at Kings Place (May 23, 2018);8.00E-06;;Concert;Wednesday;51.534649;-0.122138;2.5;84;0.492;0.157;[3];-13.97;[1];0.0382;0.953;2.55E-06;0.102;0.248;325118.1053;[4];POINT (-0.122138 51.534649)
1497;5afcd55a4054df00043ae565;24/5/2018 0:00;24/5/2018 18:00;32919984;{'listeners': [38165, 6280], 'listeners_sum': 44445, 'playcount': [427452, 25115], 'playcount_sum': 452567, 'tags': ['funk', 'soul', 'acid jazz', 'breakbeat', 'funky', 'jazz', 'nu jazz', 'electronic', 'seen live', 'UK', 'soul', 'blues', 'gospel', 'singer-songwriter', 'funk', 'england', 'United Kingdom']};Smoove & Turrell with Izo FitzRoy at Archspace (May 24, 2018);0.002803;19:00:00;Concert;Thursday;51.536671;-0.0758036;37.5;14189;0.722;0.691;[2];-7.3415;[0];0.0538;0.07815;0.0001132;0.08955;0.7545;263544.6;[4];POINT (-0.0758036 51.536671)
1498;5afcd55c4054df00043ae566;24/5/2018 0:00;24/5/2018 18:00;32936729;{'listeners': [19512], 'listeners_sum': 19512, 'playcount': [162059], 'playcount_sum': 162059, 'tags': ['hang drum', 'ambient', 'experimental', 'chillout', 'instrumental', 'seen live', 'hang', 'jazz', 'relax', 'acoustic']};Manu Delago at The Jazz Cafe (May 24, 2018);0.000991;19:00:00;Concert;Thursday;51.5387092;-0.1430815;33;5965;0.4565;0.427;[5];-15.4835;[0];0.0419;0.8645;0.7145;0.109;0.1735;308840.6;[4];POINT (-0.1430815 51.5387092)
1508;5afcd57d4054df00043ae580;24/5/2018 0:00;24/5/2018 18:00;33219904;{'listeners': [17181], 'listeners_sum': 17181, 'playcount': [204294], 'playcount_sum': 204294, 'tags': ['UK hip-hop', 'funk', 'hiphop', 'Jazz Hop', 'Hip-Hop', 'seen live', 'jazz', 'Manchester', 'hip hop', 'chill']};The Mouse Outfit at Brixton Jamm (May 24, 2018);0.002246;19:00:00;Concert;Thursday;51.47095;-0.1119528;47;17504;0.8015;0.537;[6];-7.358;[0];0.201;0.38;0.00059695;0.1165;0.7035;223508.1;[4];POINT (-0.1119528 51.47095)
1509;5afcd5804054df00043ae582;24/5/2018 0:00;24/5/2018 19:00;33233209;{'listeners': [3604], 'listeners_sum': 3604, 'playcount': [13755], 'playcount_sum': 13755, 'tags': ['indie', 'jazz']};Joe Armon-Jones at Ghost Notes (May 24, 2018);0.000101;20:00:00;Concert;Thursday;51.4706807;-0.0675578;38;2163;0.5425;0.5775;[5];-11.1955;[0];0.07445;0.316;0.824;0.296;0.4815;372756.4;[4];POINT (-0.0675578 51.4706807)
1514;5afcd58a4054df00043ae58b;24/5/2018 0:00;24/5/2018 19:30;33368734;{'listeners': [13044], 'listeners_sum': 13044, 'playcount': [107639], 'playcount_sum': 107639, 'tags': ['free jazz', 'jazz', 'free improvisation', 'Avant-Garde', 'free improv', 'Avant-Garde Jazz', 'seen live', 'saxophone', 'experimental', 'tzadik']};Evan Parker at Vortex Jazz Club (May 24, 2018);0.000549;20:30:00;Concert;Thursday;51.5487082;-0.0764992;24;2112;0.4005;0.3295;[10];-14.5815;[0];0.0626;0.841;0.527;0.1075;0.204;322297.4;[4];POINT (-0.0764992 51.5487082)
1528;5afcd5ba4054df00043ae5ae;24/5/2018 0:00;24/5/2018 18:00;33608624;{'listeners': [7051, 5575, 1113, 87, 3], 'listeners_sum': 13829, 'playcount': [27994, 34976, 5156, 493, 41], 'playcount_sum': 68660, 'tags': ['seen live', 'seenlive', 'tge17', 'rock', 'seen live', 'indie', 'soul', 'british', 'alternative rock', 'britpop', 'guitar', 'jazz', 'instrumental', 'indie rock', 'chillout', 'electronic', 'electronica', 'indie', 'hip hop', 'british', 'rap', 'experimental', 'indie pop', 'seen live', 'punk', 'power pop', 'new wave', 'punk rock', 'Punk N Roll']};The Wholls with The Sons, The Strawberries, The Freakouts, and 1 more… at Nambucca (May 24, 2018);0.000795;19:00:00;Concert;Thursday;51.5609729;-0.1236348;17.5;43282;0.553;0.681;[4];-7.46;[1];0.0499;0.0153;3.64E-05;0.118;0.416;220174.28;[4];POINT (-0.1236348 51.5609729)
1530;5afcd5c04054df00043ae5b2;24/5/2018 0:00;;33644429;{'listeners': [11477], 'listeners_sum': 11477, 'playcount': [78667], 'playcount_sum': 78667, 'tags': ['Psychedelic Rock', 'experimental', 'Progressive rock', 'Jazz Rock', 'classic rock', 'british', 'Pink Floyd', 'jazz', 'art-rock', 'rock drummer']};Nick Mason at Half Moon, Putney (May 24, 2018);0.000496;;Concert;Thursday;51.4678461;-0.2217681;9;1722;0.564;0.507;[8];-9.723;[0];0.0491;0.0685;0.0723;0.111;0.262;305879.5714;[4];POINT (-0.2217681 51.4678461)
1533;5afcd5cb4054df00043ae5bb;24/5/2018 0:00;;33659564;{'listeners': [1832, 12], 'listeners_sum': 1844, 'playcount': [10802, 64], 'playcount_sum': 10866, 'tags': ['jazz', 'instrumental', 'british', 'experimental', 'piano', 'organ', 'composer', 'european', 'gammarec', 'new piano']};Kit Downes and James Maddren at Kings Place (May 24, 2018);0.000133;;Concert;Thursday;51.534649;-0.122138;19.5;609;0.365;0.1595;[2];-16.4985;[1];0.03745;0.928;0.6565;0.11;0.213;306369.4;[4];POINT (-0.122138 51.534649)
1553;5afcd6174054df00043ae5f1;24/5/2018 0:00;;33936874;{'listeners': [17659, 747, 224], 'listeners_sum': 18630, 'playcount': [129709, 2120, 1058], 'playcount_sum': 132887, 'tags': ['jazz', 'female vocalists', 'vocal jazz', 'Smooth Jazz', 'seen live', 'folk', 'Gwyneth Herbert', 'singer-songwriter', 'female vocalist', 'pop', 'British Girls', 'seen live', 'the bedford', 'folk', 'female vocalists', 'singer-songwriter', 'singersongwriter', 'acoustic', 'london', 'singer', 'guitar', 'indie folk', 'femalevocalist']};Gwyneth Herbert, Anoushka Lucas, and Hattie Whitehead at 606 Club (May 24, 2018);0.000956;;Concert;Thursday;51.4784141;-0.1816679;17;2243;0.5375;0.3745;[2];-9.6285;[1];0.03495;0.824;3.49E-05;0.1095;0.339;217988.7;[4];POINT (-0.1816679 51.4784141)
1559;5aff774d84d273000431fdbb;21/5/2018 0:00;21/5/2018 18:30;33971809;{'listeners': [163, 2, 5, 2], 'listeners_sum': 172, 'playcount': [1292, 2, 137, 31], 'playcount_sum': 1462, 'tags': ['lesser known yet streamable artists', 'under 2000 listeners', 'friends', 'nice guy', 'All', 'Avant Jazz', 'lesser known yet streamable artists LT200', 'gammarec', 'freepurp1e', 'welcome to my avant garden']};Alex Ward, Mopomoso, Niall Sloane, Sam Enthoven, and 5 more… at Sevilla Mia (May 21, 2018);2.20E-05;19:30:00;Concert;Monday;51.5169003;-0.1320623;2;38;0.647;0.6155;[1];-11.925;[1];0.0918;0.455;0.8425;0.1565;0.531;340660.9;[4];POINT (-0.1320623 51.5169003)
1575;5aff77f084d273000431fe1b;25/5/2018 0:00;25/5/2018 18:00;31718754;{'listeners': [947], 'listeners_sum': 947, 'playcount': [9353], 'playcount_sum': 9353, 'tags': ['jazz', 'saxophone', 'british', '10s', 'under 200 listeners', 'saxy lady', 'recommended by rwitte', 'Marlborough Jazz Festival', 'recommended to babs05', 'recommended to tinchen60']};YolanDa Brown at The Jazz Cafe (May 25, 2018);0.000399;19:00:00;Concert;Friday;51.5387092;-0.1430815;14;1514;0.641;0.502;[5];-8.7275;[0];0.0913;0.248;0.704;0.116;0.483;300431.1;[4];POINT (-0.1430815 51.5387092)
1600;5aff78a184d273000431fe88;25/5/2018 0:00;;33040354;{'listeners': [58198], 'listeners_sum': 58198, 'playcount': [1261410], 'playcount_sum': 1261410, 'tags': ['hip hop', 'experimental hip hop', 'underground hip hop', 'Hip-Hop', 'arizona', 'jazz rap', 'hardcore hip hop', 'spazz rap', 'seen live', 'rap']};Injury Reserve at Birthdays (May 25, 2018);0.003659;;Concert;Friday;51.5517702;-0.0751825;61;49676;0.5975;0.6485;[4];-7.918;[0];0.3415;0.1405;0;0.1505;0.4835;242507.8;[4];POINT (-0.0751825 51.5517702)
1612;5aff78c984d273000431fea7;25/5/2018 0:00;;33176644;{'listeners': [354616], 'listeners_sum': 354616, 'playcount': [3509765], 'playcount_sum': 3509765, 'tags': ['jazz', 'lounge', 'Bossa Nova', 'acid jazz', 'chillout', 'nu jazz', 'downtempo', 'electronic', 'nu-jazz', 'italian']};Nicola Conte at Ronnie Scott's (May 25, 2018);0.006415;;Concert;Friday;51.5134988;-0.131519;45;20472;0.637;0.7505;[2];-7.702;[0];0.04165;0.617;0.03565;0.1255;0.6645;278889.3;[4];POINT (-0.131519 51.5134988)
1626;5aff78f184d273000431fec6;25/5/2018 0:00;25/5/2018 18:00;33453149;{'listeners': [964], 'listeners_sum': 964, 'playcount': [4871], 'playcount_sum': 4871, 'tags': ['french', 'jazz', 'piano']};Armel Dupas at Institut Français (May 25, 2018);3.70E-05;19:00:00;Concert;Friday;51.4945935;-0.1773219;10;130;0.513;0.446;[1];-11.628;[0];0.0365;0.838;0.769;0.1075;0.5225;369737.3;[4];POINT (-0.1773219 51.4945935)
1636;5aff791884d273000431fee1;25/5/2018 0:00;25/5/2018 18:00;33599009;{'listeners': [5723], 'listeners_sum': 5723, 'playcount': [42951], 'playcount_sum': 42951, 'tags': ['jazz', 'saxophone', 'instrumental', 'rock', 'alternative', 'piano', 'funk', 'blues', 'sax', 'Tenor Sax']};Bob Reynolds at Unknown venue (May 25, 2018);0.000359;19:00:00;Concert;Friday;51.5073509;-0.1277583;31;4336;0.462;0.3805;[4];-10.0045;[0];0.0442;0.276;0.727;0.2215;0.2685;488407;[4];POINT (-0.1277583 51.5073509)
1644;5aff793284d273000431fef4;25/5/2018 0:00;25/5/2018 6:00;33694034;{'listeners': [55], 'listeners_sum': 55, 'playcount': [158], 'playcount_sum': 158, 'tags': ['jazz', 'glastonbury 2011 - bands i saw']};Benoit Viellefon and Benoit Viellefon & His Orchestra at The Paris Grill (May 25, 2018);7.60E-05;7:00:00;Concert;Friday;51.5111849;-0.0790329;6.5;264;0.587;0.4435;[0];-10.6195;[0];0.12;0.836;0.05305;0.1135;0.7845;146052.4286;[4];POINT (-0.0790329 51.5111849)
