osm_id,name,ref,type,oneway,bridge,maxspeed,WKT,x1,y1,x2,y2
31030,Grafton Way,A400,trunk,1,0,20,,529483.81,182278.15,529326.04,182180.78
31039,Tottenham Court Road,A400,primary,1,0,30,,529823.32,181388.94,529791.61,181454.91
31959,Cleveland Street,,tertiary,1,0,30,,529204.44,181865.96,529151.40,181923.75
2190803,Aldwych,A4,primary,1,0,30,,530611.31,180847.34,530693.36,181026.25
2191122,Euston Road,A501,trunk,1,0,30,,528840.05,182209.98,528895.07,182204.32
2198814,,,tertiary,1,0,30,,530060.53,180503.71,530067.62,180517.25
2198816,Savoy Street,,unclassified,1,0,,,530574.73,180777.73,530661.02,180663.78
2199184,Park Crescent,A4201,primary,0,0,30,,528775.32,182183.54,528590.07,182133.17
2199185,Marylebone Road,A501,trunk,1,0,30,,528840.33,182202.63,528805.65,182199.83
2199747,Great Portland Street,B506,secondary,0,0,30,,528877.42,182046.81,528847.94,182119.67
2199749,Portland Place,A4201,primary,1,0,30,,528856.15,181596.69,528806.53,181726.94
2199750,Regent Street,A4201,primary,1,0,30,,529022.31,181232.84,529023.87,181232.84
2199751,Oxford Street,A40,primary,0,0,30,,527926.26,181012.74,528040.90,181035.50
2263970,Trafalgar Square,,pedestrian,0,0,,,529937.35,180481.74,530055.16,180515.82
2263971,Pall Mall East,A4,primary,1,0,30,,529810.45,180442.76,529920.67,180480.11
2263973,St James's Square,,unclassified,1,0,,,529459.62,180365.25,529477.04,180395.35
2263976,Charles II Street,B327,secondary,1,0,30,,529753.64,180466.71,529653.08,180435.45
2263979,St James's Street,A4,primary,1,0,30,,529712.09,180342.99,529692.94,180342.99
2263981,Horse Guards Road,,unclassified,0,0,,,529822.73,180201.91,529948.65,180010.14
2385517,Harley Street,,tertiary,1,0,30,,528494.62,182118.67,528515.63,182112.37
2424941,Russell Street,,unclassified,0,0,30,,530406.91,180941.28,530463.45,180975.84
2425193,Kingsway,A4200,primary,1,0,20,,530516.41,181523.65,530576.18,181398.24
2592180,Red Lion Street,,unclassified,0,0,20,,530785.26,181679.93,530696.50,181848.65
2592181,Eagle Street,,unclassified,0,0,20,,530615.47,181639.30,530753.43,181686.55
2631517,Great James Street,,unclassified,1,0,20,,530772.62,182003.04,530728.62,182003.04
2631518,Great Ormond Street,,unclassified,0,0,20,,530408.75,181947.09,530610.42,182064.54
2631519,Millman Street,,unclassified,0,0,20,,530649.89,182179.50,530702.00,182093.60
2644235,Keppel Street,,unclassified,1,0,20,,529814.84,181866.44,529873.37,181868.72
2644236,Store Street,,tertiary,1,0,20,,529639.03,181699.37,529814.84,181822.71
2644237,Ridgmount Street,,unclassified,0,0,,,529776.01,181823.41,529694.63,181908.66
2644707,Chenies Street,,unclassified,1,0,20,,529560.41,181813.00,529728.00,181933.99
2644765,Montague Place,B506,secondary,1,0,20,,529930.83,181743.92,529866.84,181743.92
2644766,Malet Street,,unclassified,0,0,20,,529873.37,181870.90,529718.01,182080.62
2644850,Brunswick Square,B504,secondary,1,0,20,,530361.52,182228.28,530360.25,182237.27
2661843,Cosmo Place,,footway,0,0,,,530305.53,181903.88,530368.97,181924.81
2793048,Bedford Way,,unclassified,0,0,20,,529905.04,182252.44,529920.84,182238.25
2793132,John's Mews,,unclassified,0,0,20,,530822.87,182022.58,530753.98,182123.87
2837144,Doughty Mews,,unclassified,0,0,20,,530739.35,182219.04,530690.44,182219.04
2876128,Tavistock Place,,tertiary,0,0,20,,529973.18,182312.05,530007.30,182331.70
2876130,Grenville Street,,unclassified,1,0,20,,530368.22,182167.71,530396.38,182128.03
2876427,Great Russell Street,,tertiary,1,0,20,,529791.61,181458.43,529882.97,181492.85
2876428,New Oxford Street,A40,primary,1,0,20,,529926.85,181409.73,530064.00,181445.19
2876489,Russell Square,A4200,primary,0,0,20,,530123.51,182029.11,530242.46,181958.28
2876551,Bedford Square,B506,secondary,1,0,20,,529923.03,181627.07,529758.38,181668.82
2876710,Guilford Street,B502,secondary,1,0,20,,530483.59,182135.13,530183.72,182029.11
2876749,Lamb's Conduit Street,,unclassified,1,0,20,,530634.80,182032.63,530610.42,182064.54
2876891,Southampton Row,A4200,primary,0,0,20,,530242.46,181880.90,530431.89,181718.34
2876892,Montague Street,,tertiary,0,0,20,,530086.13,181773.46,530228.89,181675.30
2876904,Woburn Place,A4200,primary,0,0,20,,529973.18,182304.18,530123.51,182103.23
2876973,Bloomsbury Square,,unclassified,1,0,20,,530264.25,181677.82,530311.72,181639.59
2898470,Cumberland Gate,A40,trunk,1,0,30,,527903.95,180934.12,527879.40,180914.60
2898488,Park Lane,A40,trunk,1,0,30,,527892.18,180959.73,527903.95,180959.73
2898501,Park Lane,A4202,trunk,1,0,30,,528399.03,179971.71,528344.11,179998.30
2915985,Queen Square,,unclassified,0,0,20,,530418.97,181900.68,530382.78,181900.68
3076827,Brownlow Mews,,unclassified,0,0,20,,530869.88,182260.54,530789.33,182260.54
3087346,Millman Place,,footway,0,0,,,530754.94,182037.01,530725.02,182035.22
3087448,Lansdowne Terrace,B502,secondary,0,0,20,,530454.02,182164.77,530483.59,182164.77
3087449,Thornhaugh Street,,unclassified,0,0,,,529983.23,181998.13,529942.63,182037.40
3087832,Byng Place,,tertiary,0,0,20,,529712.23,182094.00,529725.85,182099.73
3088166,Bloomsbury Place,,tertiary,0,0,20,,530331.79,181784.96,530382.97,181784.96
3088286,Cockpit Yard,,unclassified,0,0,20,,530766.58,181988.69,530792.52,181947.94
3088642,Doughty Street,,unclassified,0,0,20,,530687.35,182273.30,530805.34,182124.08
3097584,Coram Street,,unclassified,0,0,20,,530185.75,182247.76,530041.59,182212.41
3097607,Herbrand Street,,unclassified,0,0,20,,530227.99,182074.65,530118.42,182247.76
3097621,Marchmont Street,,unclassified,1,0,20,,530158.98,182275.07,530188.72,182267.36
3100052,,,footway,0,0,,,530419.11,182351.27,530423.27,182351.27
3127741,Tavistock Square,,unclassified,0,0,20,,529905.04,182264.46,529901.43,182264.46
3188900,Queen Anne's Walk,,footway,0,0,,,530346.29,182056.67,530329.69,182102.95
3188938,Sicilian Avenue,,pedestrian,0,0,,,530412.18,181612.74,530479.72,181612.74
3241247,Mecklenburgh Place,,unclassified,0,0,20,,530608.46,182224.36,530637.55,182224.36
3241842,Tavistock Square,,tertiary,0,0,20,,529973.18,182301.60,529905.04,182258.98
3995480,South Carriage Drive,,unclassified,1,0,,,528359.16,179976.19,528338.63,179968.12
3995483,,,footway,0,0,,,528282.56,180056.96,528210.09,179998.26
3995489,,A4202,trunk_link,1,0,30,,528422.53,179994.69,528384.98,179974.86
3995490,,,footway,0,0,,,528074.98,179999.16,528069.10,179999.16
3996621,Piccadilly,A4,primary,1,0,30,,528861.73,180138.32,528756.59,180081.06
3996986,Baker Street,A41,trunk,1,0,30,,527851.76,182175.94,527860.15,182175.94
3997095,,A4,primary,1,0,30,,528698.09,179992.84,528639.10,179976.83
4059306,Gordon Street,,unclassified,0,0,20,,529668.78,182311.03,529692.58,182288.05
4068445,Foley Street,,unclassified,1,0,,,529087.23,181680.80,529255.39,181792.87
4068447,Margaret Street,,tertiary,1,0,30,,529071.89,181389.63,528989.95,181365.51
4068448,Riding House Street,,unclassified,1,0,,,529281.27,181699.63,529130.79,181615.00
4068449,Hanson Street,,unclassified,0,0,,,529074.50,181816.64,529096.51,181816.64
4068450,Great Titchfield Street,,unclassified,1,0,,,529132.41,181530.41,529120.32,181562.43
4068451,Bolsover Street,,unclassified,1,0,,,528882.16,182073.44,528937.23,181992.86
4068452,Howland Street,,tertiary,1,0,20,,529427.46,182016.38,529204.44,181858.33
4068453,Ogle Street,,unclassified,0,0,,,529139.18,181769.18,529179.56,181717.50
4068454,Charlotte Street,,unclassified,0,0,,,529481.13,181602.47,529546.81,181553.26
4068455,Whitfield Street,,unclassified,1,0,20,,529185.89,182201.13,529363.80,181979.23
4068456,Alfred Mews,,service,0,0,20,,529522.11,181886.07,529596.18,181903.92
4068457,Tottenham Street,,unclassified,1,0,20,,529392.42,181758.75,529305.07,181722.92
4074189,Whetstone Park,,unclassified,1,0,20,,530843.41,181491.91,530622.54,181458.40
4075106,Newman's Row,,unclassified,0,0,20,,530858.20,181535.30,530843.41,181535.30
4075810,Houghton Street,,unclassified,0,0,,,530784.11,181107.47,530805.77,181163.79
4075812,Grange Court,,pedestrian,0,0,,,530846.27,181171.80,530882.47,181204.71
4082521,Soho Square,,unclassified,1,0,,,529679.78,181311.84,529748.14,181226.80
4082523,Sutton Row,,pedestrian,0,0,,,529739.29,181293.35,529783.24,181293.35
4082526,Manette Street,,unclassified,0,0,30,,529861.69,181198.73,529788.13,181183.32
4082527,Orange Yard,,unclassified,0,0,,,529825.23,181214.17,529819.98,181214.17
4082552,Gerrard Place,,unclassified,0,0,30,,529832.78,180911.39,529858.96,180911.39
4082553,Gerrard Street,,pedestrian,0,0,,,529716.79,180841.73,529858.96,180911.39
4082554,Newport Court,,footway,0,0,,,529894.28,180882.93,529975.71,180879.88
4082555,Newport Place,,unclassified,1,0,30,,529903.86,180885.57,529873.33,180919.55
4082556,Little Newport Street,,unclassified,1,0,30,,529974.84,180865.80,529903.86,180865.80
4082557,Leicester Court,,pedestrian,0,0,,,529903.86,180861.36,529919.48,180798.33
4082558,Lisle Street,,unclassified,1,0,30,,529903.86,180858.26,529737.30,180781.43
4082559,Leicester Place,,pedestrian,0,0,,,529828.16,180771.53,529872.25,180771.53
4082560,Macclesfield Street,,unclassified,0,0,,,529770.71,180911.06,529758.98,180911.06
4082561,Horse and Dolphin Yard,,service,0,0,,,529770.71,180905.44,529800.09,180905.44
4082563,Greek Street,,unclassified,1,0,,,529748.14,181175.07,529825.40,181056.30
4082564,Frith Street,,unclassified,1,0,,,529691.88,181108.49,529810.92,180943.55
4082565,Carlisle Street,,unclassified,0,0,,,529578.00,181217.90,529617.15,181217.90
4082566,Dean Street,,unclassified,1,0,,,529722.25,180993.54,529617.15,181217.90
4082567,Romilly Street,,unclassified,1,0,,,529882.27,181051.17,529842.32,181018.90
4082588,,A4,primary,1,0,30,,529937.35,180478.35,529975.54,180398.06
4082592,Bear Street,,pedestrian,1,0,,,529898.92,180774.82,529975.84,180766.39
4082596,Charing Cross Road,A400,primary,0,0,30,,529975.83,180806.44,529975.66,180746.35
4082597,Bateman Street,,unclassified,1,0,,,529733.81,181079.27,529679.01,181079.27
4082600,Great Chapel Street,,construction,0,0,,,529544.74,181310.37,529527.36,181335.78
4082602,Diadem Court,,construction,0,0,,,529558.91,181243.20,529600.12,181259.75
4082603,Hollen Street,,unclassified,1,0,,,529477.45,181265.27,529544.74,181280.59
4082604,Noel Street,,tertiary,0,0,30,,529354.59,181227.38,529423.87,181228.55
4082605,Great Marlborough Street,,tertiary,0,0,30,,529083.69,181059.45,529075.48,181059.45
4082607,Berwick Street,,unclassified,1,0,30,,529381.57,181297.72,529423.87,181228.55
4082609,Argyll Street,,unclassified,1,0,,,529146.68,181169.29,529106.71,181169.29
4082610,Ramillies Street,,pedestrian,0,0,,,529212.16,181236.74,529228.30,181220.23
4082612,Poland Street,,unclassified,1,0,,,529423.66,181137.34,529317.32,181295.94
4082615,Torrington Place,,tertiary,0,0,20,,529650.79,182065.06,529712.23,182089.37
4082616,University Street,,unclassified,1,0,20,,529370.25,182113.13,529463.12,182167.58
4082617,Chenies Mews,,service,1,0,20,,529501.45,182130.47,529534.87,182130.47
4082681,,,footway,0,0,,,528241.33,182238.49,528325.03,182293.37
4082709,,,path,0,0,,,527954.72,182260.28,528163.48,182285.96
4082710,,,footway,0,0,,,527910.66,182271.91,527915.34,182271.91
4082712,York Bridge,,unclassified,0,0,,,528199.33,182289.21,528211.02,182272.69
4232582,Achilles Way,A4202,trunk_link,1,0,30,,528347.60,180034.06,528405.48,180043.25
4236979,Drury Lane,,tertiary,1,0,30,,530684.51,181045.94,530613.31,181060.92
4236981,New Oxford Street,,unclassified,1,0,20,,530373.77,181494.17,530341.19,181492.35
4236991,Wild Street,,unclassified,0,0,,,530602.86,181189.21,530426.46,181226.37
4236993,Vernon Place,A40,primary,1,0,20,,530412.18,181669.61,530455.06,181681.10
4236994,Lambs Conduit Passage,,footway,0,0,,,530648.84,181827.63,530701.21,181827.63
4236997,Earlham Street,,unclassified,1,0,20,,530058.46,181083.72,529981.95,181070.32
4236998,Bloomsbury Way,A40,primary,1,0,20,,530175.74,181479.40,530190.66,181487.38
4237001,Shaftesbury Avenue,A401,primary,1,0,30,,529918.97,181046.57,529949.89,181075.06
4244822,Bainbridge Street,,unclassified,0,0,20,,529884.75,181417.22,529993.42,181463.41
4244823,Earnshaw Street,A40,primary,1,0,20,,529963.02,181304.46,529926.85,181406.07
4253153,Keeley Street,,unclassified,0,0,,,530617.45,181263.86,530527.90,181196.70
4253167,,,footway,0,0,,,530502.72,181252.75,530543.81,181252.75
4253171,Newton Street,,unclassified,0,0,20,,530506.95,181348.35,530496.93,181348.35
4253185,Stukeley Street,,pedestrian,0,0,,,530280.11,181349.99,530300.41,181349.99
4253215,Gilbert Place,,unclassified,0,0,20,,530232.98,181559.47,530138.14,181559.47
4253217,Little Russell Street,,unclassified,0,0,20,,530108.20,181539.81,530152.53,181539.81
4253218,Bury Place,,unclassified,1,0,20,,530205.70,181652.60,530277.64,181560.82
4253219,Galen Place,,footway,0,0,,,530245.23,181617.22,530263.70,181617.22
4253230,,,service,0,0,,,529873.37,181869.88,529908.87,181891.88
4253231,,,footway,0,0,,,529908.87,181914.18,529954.12,181914.18
4253232,,,service,0,0,,,529954.12,181917.64,530007.93,181954.50
4253253,,,footway,0,0,,,529823.01,181967.45,529950.55,182026.47
4253263,Torrington Square,,unclassified,0,0,20,,529762.70,182123.39,529832.57,182052.39
4253264,,,footway,0,0,,,529882.87,182117.88,529890.75,182111.74
4253267,Burleigh Street,,unclassified,1,0,,,530550.59,180855.86,530474.46,180871.52
4253271,,,footway,0,0,,,529871.90,182111.74,529890.75,182111.74
4253273,Woburn Square,,unclassified,0,0,20,,529832.81,182129.42,529894.02,182119.61
4253276,Woburn Square,,unclassified,0,0,20,,529803.52,182089.00,529871.90,182089.00
4253291,North Row,,unclassified,1,0,30,,527915.98,180926.89,528301.65,181047.64
4253295,Malet Place,,service,0,0,,,529634.01,182170.07,529706.63,182091.45
4253337,Dunraven Street,,unclassified,1,0,30,,527958.00,180874.84,528003.02,180803.10
4253339,Green Street,,unclassified,0,0,30,,527937.00,180863.99,528234.45,180959.15
4253340,Bolton Street,,tertiary,1,0,30,,528827.81,180388.84,528941.18,180250.43
4253342,Wood's Mews,,unclassified,0,0,30,,527964.52,180791.20,528118.69,180841.62
4253345,Ridgmount Gardens,,unclassified,1,0,20,,529694.63,182024.51,529612.54,182024.51
4253346,Stratton Street,,unclassified,1,0,30,,528982.00,180334.94,528947.93,180449.78
4253347,Crown Court,,pedestrian,0,0,,,530398.04,181114.47,530523.98,181051.94
4253348,Mayfair Place,,unclassified,1,0,,,528997.44,180334.94,528939.03,180334.94
4253363,Upper Brook Street,,unclassified,1,0,30,,527983.96,180736.00,528294.38,180840.49
4253365,Park Street,,unclassified,1,0,30,,528256.61,180472.94,528173.14,180664.96
4253366,North Crescent,,service,1,0,20,,529632.00,181867.84,529584.93,181827.97
4253367,Culross Street,,unclassified,0,0,,,528219.72,180725.82,528154.30,180723.46
4253368,Curzon Street,,tertiary,0,0,30,,528383.64,180196.37,528691.67,180286.39
4253370,Alfred Place,,unclassified,1,0,20,,529686.75,181841.84,529605.40,181841.84
4253372,Berkeley Street,,tertiary,1,0,30,,528721.23,180682.36,528760.28,180675.35
4253373,Blackburne's Mews,,unclassified,0,0,,,528239.25,180745.14,528201.47,180808.10
4253376,Fitzmaurice Place,,tertiary,0,0,30,,528805.79,180455.77,528842.67,180438.20
4253380,South Crescent,,service,0,0,20,,529668.35,181707.86,529707.85,181744.31
4253386,Bayley Street,B506,secondary,1,0,20,,529758.38,181641.12,529688.86,181618.09
4253387,Hertford Street,,unclassified,0,0,,,528471.44,180099.53,528474.89,180099.53
4253388,Down Street,,unclassified,0,0,30,,528581.91,180147.89,528607.52,180099.54
4253395,Morwell Street,,unclassified,0,0,20,,529719.51,181517.34,529796.26,181517.34
4253397,Great Queen Street,B402,secondary,0,0,30,,530409.22,181197.01,530426.41,181228.59
4253403,Bedford Avenue,,unclassified,1,0,20,,529955.27,181544.07,529840.71,181544.07
4253404,Queen Street,,unclassified,1,0,30,,528691.67,180288.68,528698.97,180299.92
4253409,Chesterfield Street,,unclassified,1,0,30,,528588.73,180270.93,528610.24,180266.52
4253417,Tilney Street,,unclassified,1,0,30,,528355.88,180323.19,528434.48,180324.39
4253418,Lees Place,,unclassified,0,0,30,,528118.69,180851.25,528256.37,180888.49
4253421,Shepherd's Place,,footway,0,0,,,528171.33,180814.55,528201.47,180808.10
4253422,Berkeley Square,,tertiary,1,0,30,,528847.51,180569.72,528844.99,180538.41
4253425,,,unclassified,1,0,30,,529092.41,180376.61,529090.05,180376.61
4253437,Grosvenor Square,,tertiary,1,0,30,,528294.38,180849.88,528400.31,180879.89
4253439,Hay's Mews,,unclassified,0,0,,,528628.11,180557.31,528523.16,180360.01
4253441,Upper Grosvenor Street,,tertiary,1,0,30,,528318.48,180707.28,528043.69,180621.64
4253444,Hill Street,,unclassified,0,0,,,528417.56,180389.77,528717.73,180600.84
4253448,Farm Street,,unclassified,0,0,,,528628.11,180516.95,528523.44,180513.58
4253450,Grosvenor Square,,pedestrian,0,0,,,528361.25,180729.94,528313.58,180849.88
4253451,South Street,,unclassified,0,0,,,528224.95,180401.54,528523.44,180513.58
4253453,Grosvenor Square,,tertiary,1,0,30,,528477.80,180774.16,528487.86,180767.49
4253454,Chesterfield Hill,,unclassified,0,0,,,528523.44,180472.21,528645.09,180370.89
4253456,Waverton Street,,unclassified,0,0,,,528490.11,180482.73,528513.37,180417.63
4253462,Wardour Street,,tertiary,1,0,30,,529628.04,180968.70,529500.10,181207.12
4253472,Chiltern Street,,unclassified,1,0,,,528139.65,181696.61,528090.89,181696.61
4253493,Brown Hart Gardens,,unclassified,1,0,30,,528331.07,180980.16,528411.63,180981.43
4253494,South Audley Street,,tertiary,0,0,30,,528320.90,180639.09,528428.28,180349.83
4253496,Hertford Street,,unclassified,0,0,30,,528469.01,180083.75,528455.85,180083.47
4253497,,,service,0,0,,,529509.75,182247.88,529543.81,182269.79
4253498,Balderton Street,,unclassified,0,0,30,,528297.20,181047.64,528340.82,180926.23
4253499,,,footway,0,0,,,528414.61,181105.03,528297.20,181058.66
4253500,Providence Court,,unclassified,0,0,,,528290.86,180940.57,528335.59,180940.57
4253502,Providence Court,,footway,0,0,,,528290.86,180912.80,528249.51,180912.80
4253510,George Yard,,unclassified,0,0,30,,528340.82,180950.30,528421.38,180952.75
4253512,Duke Street,,unclassified,1,0,30,,528440.91,180900.87,528375.60,181088.46
4253545,Lumley Street,,unclassified,0,0,,,528340.22,180993.50,528360.64,180993.50
4253546,Dyott Street,,unclassified,1,0,20,,530015.78,181463.41,529957.33,181517.01
4253547,,,footway,0,0,,,527974.88,181025.56,528459.94,181102.83
4253548,Adeline Place,,unclassified,0,0,20,,529812.48,181551.73,529870.60,181488.09
4253551,Streatham Street,,unclassified,1,0,20,,530100.14,181506.53,530069.38,181506.53
4253553,Carrington Street,,unclassified,0,0,,,528710.48,180216.47,528699.00,180216.47
4253554,Willoughby Street,,unclassified,1,0,20,,530069.38,181552.66,530045.98,181552.66
4253561,Brick Street,,pedestrian,0,0,,,528726.17,180255.28,528737.60,180255.28
4253562,Museum Street,,unclassified,1,0,20,,530138.14,181592.23,530113.69,181592.23
4253570,Binney Street,,unclassified,1,0,30,,528484.54,180968.29,528425.78,181080.82
4253571,Gilbert Street,,unclassified,1,0,30,,528452.17,181101.58,528454.42,181101.58
4253578,Weighhouse Street,,unclassified,1,0,,,528550.91,181038.92,528528.90,181038.92
4253584,Concert Hall Approach,,living_street,0,0,20,,530838.00,180128.88,530890.04,180128.88
4253586,Shepherd Market,,pedestrian,0,0,,,528647.95,180239.33,528737.60,180255.28
4253588,St. Anselm's Place,,unclassified,0,0,30,,528491.42,181006.44,528564.44,181006.44
4253590,Duke's Yard,,unclassified,0,0,30,,528421.38,180962.29,528464.03,180968.29
4253600,Bury Place,,construction,0,0,,,530277.90,181511.49,530306.68,181511.49
4253602,Bloomsbury Court,,footway,0,0,,,530346.96,181529.38,530374.15,181506.55
4253606,Barter Street,,unclassified,0,0,20,,530306.68,181512.68,530408.34,181580.87
4253607,Barter Street,,unclassified,0,0,20,,530318.81,181538.12,530346.96,181538.12
4253623,South Molton Lane,,unclassified,1,0,,,528689.71,180976.13,528550.91,181047.27
4253624,New North Street,,unclassified,0,0,20,,530575.08,181884.25,530517.62,181894.13
4253626,Devonshire Court,,footway,0,0,,,530457.34,181897.36,530517.62,181894.13
4253629,Harpur Street,,unclassified,0,0,20,,530586.68,181885.06,530629.92,181819.12
4253630,South Molton Passage,,footway,0,0,,,528575.16,181067.07,528585.81,181067.07
4253633,South Molton Street,,service,1,0,,,528529.24,181108.01,528714.46,180976.85
4253634,Gage Street,,footway,0,0,,,530411.87,181861.93,530433.75,181861.93
4253635,Woodstock Street,,footway,0,0,,,528624.78,181134.91,528636.56,181119.54
4253636,Blenheim Street,,unclassified,0,0,,,528675.26,181101.59,528718.94,181101.59
4253651,Aldford Street,,pedestrian,0,0,,,528185.32,180459.66,528217.04,180465.78
4253653,Balfour Mews,,unclassified,0,0,,,528321.73,180438.91,528342.71,180438.91
4253655,Balfour Place,,unclassified,0,0,,,528300.04,180499.58,528321.73,180499.58
4253658,Brook's Mews,,unclassified,0,0,30,,528608.72,180924.51,528756.75,180924.51
4253659,Old North Street,,unclassified,1,0,20,,530602.23,181792.12,530575.08,181792.12
4253660,Rex Place,,unclassified,0,0,,,528262.18,180487.48,528304.16,180425.69
4253662,Princeton Street,,unclassified,1,0,20,,530682.40,181738.66,530659.76,181738.66
4253664,Dane Street,,unclassified,0,0,20,,530647.04,181661.27,530636.06,181661.27
4253665,,,footway,0,0,,,530590.78,181625.13,530615.47,181625.13
4253679,Mount Street,,unclassified,0,0,30,,528147.92,180513.22,528554.65,180652.34
4253701,Ormond Close,,unclassified,0,0,20,,530431.31,181924.07,530470.34,181924.07
4253708,,,service,0,0,,,528164.72,180593.05,528196.41,180595.45
4253713,Grosvenor Street,,tertiary,1,0,30,,528858.01,180900.29,528487.86,180767.49
4253727,Davies Mews,,unclassified,0,0,,,528574.22,181000.69,528645.12,181000.69
4253731,Haunch of Venison Yard,,unclassified,0,0,,,528709.00,180985.25,528738.55,180985.25
4253739,Bloomfield Place,,unclassified,0,0,,,528833.03,180830.27,528866.61,180836.06
4253754,Grosvenor Hill,,unclassified,1,0,30,,528702.09,180770.32,528746.92,180791.85
4253756,Bourdon Place,,unclassified,0,0,30,,528833.03,180791.85,528763.31,180747.76
4253758,Broadbent Street,,unclassified,0,0,30,,528698.47,180781.09,528717.33,180781.09
4253771,Carlos Place,,tertiary,0,0,30,,528487.86,180739.73,528489.95,180739.73
4253776,Lower John Street,,residential,1,0,,,529390.37,180797.31,529356.40,180797.31
4253777,Carlos Place,,service,1,0,,,528522.46,180669.03,528516.56,180675.86
4253785,Lower James Street,,residential,1,0,,,529403.34,180790.49,529437.81,180790.49
4253790,Upper John Street,,unclassified,1,0,,,529323.18,180889.22,529295.04,180889.22
4253791,Mount Street,,unclassified,0,0,,,528522.46,180629.40,528537.18,180601.83
4253792,Upper James Street,,unclassified,1,0,,,529343.49,180882.27,529371.59,180882.27
4253793,,,footway,0,0,,,528537.18,180598.28,528414.90,180549.78
4253794,Golden Square,,residential,1,0,,,529403.34,180814.60,529403.34,180835.23
4253796,Regent Place,,pedestrian,0,0,,,529252.97,180775.94,529294.62,180796.85
4253801,Carpenter Street,,unclassified,0,0,30,,528598.67,180667.23,528615.37,180667.23
4253802,Mount Row,,unclassified,0,0,30,,528504.98,180723.56,528649.65,180739.31
4253804,Berkeley Square,,tertiary,1,0,30,,528699.07,180633.70,528710.27,180676.31
4253807,Kingly Street,,unclassified,0,0,,,529106.95,181044.27,529152.79,181022.47
4253810,Three Kings Yard,,unclassified,0,0,,,528546.03,180872.71,528608.72,180875.14
4253812,Brewer Street,,unclassified,1,0,30,,529354.36,180744.77,529518.48,180867.09
4253830,Warwick Street,,residential,1,0,,,529354.36,180796.85,529255.48,180861.51
4253831,Bruton Place,,unclassified,1,0,30,,528904.92,180792.86,528874.65,180792.86
4253832,Bruton Street,,tertiary,0,0,30,,528800.15,180703.16,528943.16,180774.57
4253840,Gloucester Place,A41,primary,1,0,30,,527976.96,181298.62,527866.76,181637.55
4253841,York Street,A41,trunk,1,0,30,,527965.89,181812.92,527828.15,181792.36
4253846,Crawford Street,,unclassified,0,0,30,,527986.33,181755.24,527878.89,181734.66
4253847,Montagu Place,,unclassified,0,0,30,,527856.58,181629.59,527868.98,181632.04
4253850,Dorset Street,,unclassified,0,0,30,,527868.98,181634.46,528015.08,181674.67
4253857,Berkeley Square,,unclassified,1,0,30,,528721.23,180687.94,528760.28,180675.35
4253858,Carnaby Street,,pedestrian,0,0,,,529318.93,180910.86,529200.81,181072.65
4253869,Marshall Street,,pedestrian,1,0,,,529273.18,181092.39,529289.07,181069.33
4253874,Berkeley Square,,tertiary,1,0,30,,528677.16,180665.51,528710.27,180676.31
4253875,Bridle Lane,,residential,1,0,30,,529460.83,180828.61,529449.34,180828.61
4253876,Jones Street,,footway,0,0,,,528730.11,180725.15,528705.56,180725.15
4253884,Green's Court,,footway,0,0,,,529569.47,180954.38,529537.78,180954.38
4253890,Glasshouse Street,,residential,0,0,,,529293.64,180703.78,529354.36,180713.81
4253891,Air Street,,unclassified,1,0,,,529439.41,180659.06,529432.83,180659.06
4253892,,,footway,0,0,,,528738.51,180580.37,528762.31,180595.29
4253893,,,footway,0,0,,,528713.68,180662.15,528763.34,180609.78
4253894,Sherwood Street,,residential,1,0,,,529437.81,180742.56,529481.47,180739.30
4253898,Archibald Mews,,unclassified,0,0,,,528495.39,180516.95,528524.74,180516.95
4253899,Mount Street Mews,,unclassified,0,0,,,528552.71,180643.53,528596.78,180661.20
4253905,South Audley Street,,unclassified,0,0,,,528370.83,180549.78,528414.90,180549.78
4253924,Adam's Row,,unclassified,0,0,30,,528510.75,180631.37,528341.32,180631.37
4253925,Berwick Street,,unclassified,1,0,30,,529426.04,181189.05,529450.07,181181.37
4253927,Broadwick Street,,unclassified,1,0,,,529548.18,181106.46,529499.60,181090.27
4253929,,,footway,0,0,,,530681.78,180690.88,530674.21,180690.82
4253930,Savoy Row,,service,0,0,,,530592.12,180774.26,530573.68,180766.13
4253931,Savoy Way,,residential,0,0,,,530566.11,180704.53,530531.24,180688.26
4253933,Savoy Buildings,,footway,0,0,,,530557.90,180772.53,530519.35,180772.53
4253951,Savoy Steps,,unclassified,0,0,,,530575.40,180758.98,530555.11,180758.98
4253952,Savoy Place,,unclassified,0,0,,,530391.27,180516.72,530661.02,180663.78
4253953,Savoy Hill,,unclassified,0,0,,,530615.88,180734.29,530594.63,180653.17
4253954,Savoy Court,,unclassified,0,0,5,,530514.71,180750.56,530487.28,180750.56
4253955,Carting Lane,,service,0,0,,,530478.74,180672.02,530505.27,180672.02
4253956,,,footway,0,0,,,530535.67,180612.82,530552.37,180595.34
4253972,Rupert Street,,unclassified,1,0,,,529717.17,180708.50,529652.03,180830.44
4253984,Old Compton Street,,unclassified,1,0,,,529645.76,180990.24,529825.40,181056.30
4254004,,,pedestrian,0,0,,,530302.08,182175.53,530302.08,182177.91
4254009,Great Pulteney Street,,unclassified,1,0,,,529407.60,180895.30,529490.02,180839.66
4254010,Lexington Street,,unclassified,1,0,,,529518.48,180909.60,529432.19,180983.96
